"sound.files","selec","start","end","top.freq","bottom.freq","Channel","selec.file","org.sound.files","split.sels","peak.freq","duration","SNR"
"T0000001-1.wav",1,274.8399,274.8876873,26.3378,22.1572,1,"fixed_pooled_manual_annotations_JE.txt","T0000001.WAV",NA,25.5859375,0.0477872999999818,1.87584278108175
"T0000001-3.wav",2,180.0763,180.1327759,40.1338,36.7893,1,"fixed_pooled_manual_annotations_JE.txt","T0000001.WAV",NA,38.8671875,0.0564759000000095,-0.233859026432496
"T0000001-3.wav",3,180.2082,180.2489604,42.032957,35.9532,1,"fixed_pooled_manual_annotations_JE.txt","T0000001.WAV",NA,40.4296875,0.0407603999999822,-4.43272301643526
"T0000001-3.wav",4,180.3434,180.4237695,43.521603,38.0435,1,"fixed_pooled_manual_annotations_JE.txt","T0000001.WAV",NA,40.0390625,0.0803694999999891,3.58915689141262
"T0000001-3.wav",5,180.5042,180.6046859,39.427827,33.0268,1,"fixed_pooled_manual_annotations_JE.txt","T0000001.WAV",NA,35.3515625,0.100485899999995,-1.86044765378597
"T0000001-3.wav",8739,180.1983,180.2118868,61.757515,48.359702,1,"fixed_pooled_manual_annotations_JE.txt","T0000001.WAV",NA,61.1328125,0.013586800000013,3.2888032500708
"T0000001-3.wav",8740,180.244,180.2637627,73.666681,68.456421,1,"fixed_pooled_manual_annotations_JE.txt","T0000001.WAV",NA,72.0703125,0.0197627000000011,4.35788436137604
"T0000001-3.wav",8741,180.5985,180.6911373,81.833165,50.220509,1,"fixed_pooled_manual_annotations_JE.txt","T0000001.WAV",NA,65.0390625,0.0926373000000069,11.4071439970675
"T0000001-3.wav",8746,99.5613,99.874227681,47.523868,33.992812,1,"fixed_pooled_manual_annotations_JE.txt","T0000001.WAV",NA,37.6953125,0.312927680999991,2.88362101586118
"T0000001-5.wav",8742,42.8118999999999,43.4739480000001,37.646296,27.186137,1,"fixed_pooled_manual_annotations_JE.txt","T0000001.WAV",NA,30.2734375,0.662048000000198,1.20383321116613
"T0000001-5.wav",8743,48.8284000000001,49.4706859999999,35.972671,27.186137,1,"fixed_pooled_manual_annotations_JE.txt","T0000001.WAV",NA,31.0546875,0.6422859999998,-0.143866812514678
"T0000001-5.wav",8744,52.2202,52.867426,31.370201,23.838886,1,"fixed_pooled_manual_annotations_JE.txt","T0000001.WAV",NA,25.9765625,0.647226000000003,-0.0277923988630096
"T0000001-5.wav",8745,54.4322999999999,54.775676,30.951794,25.930918,1,"fixed_pooled_manual_annotations_JE.txt","T0000001.WAV",NA,28.3203125,0.343376000000099,0.0963407302602388
"T0000002-1.wav",12863,37.5869,37.6672530410012,94.392985,73.511238,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA,84.5703125,0.080353041001203,0.767548986867133
"T0000002-1.wav",12864,270.3808,270.412777229999,68.539393,54.121044,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA,63.8671875,0.0319772299989722,6.59056822706905
"T0000002-1.wav",12865,270.3644,270.385718154002,87.929587,73.014053,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA,85.7421875,0.0213181540020173,-3.92783994757786
"T0000002-1.wav",12866,276.4765,276.492078651,80.969005,65.556287,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA,75.1953125,0.0155786509999984,1.02569087340925
"T0000002-1.wav",6831,1.2178,1.23016000000063,82.1643,66.1323,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA,78.7109375,0.0123600000006301,0.153637272992452
"T0000002-1.wav",6832,6.2625,6.28816999999908,61.496,49.6988,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA,56.4453125,0.0256699999990797,0.383212041386135
"T0000002-1.wav",6833,6.6959,6.73535000000022,56.2249,48.1928,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA,53.7109375,0.0394500000002198,0.841593771906924
"T0000002-1.wav",6834,7.6061,7.6146599999984,57.9819,48.9458,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA,54.8828125,0.00855999999840051,2.38616531381985
"T0000002-1.wav",6835,22.5337,22.5686500000011,54.4679,47.6908,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA,52.1484375,0.0349500000010998,-1.17318752234764
"T0000002-1.wav",6836,22.5647,22.6668700000019,76.3052,57.9819,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA,68.1640625,0.102170000001902,6.14409843662565
"T0000002-1.wav",6837,22.7246,22.7783799999984,56.7269,46.4357,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA,51.7578125,0.053779999998401,5.25948478899237
"T0000002-1.wav",6838,26.9619,26.999550000002,62.5,52.2088,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA,58.7890625,0.0376500000019995,3.96523979839926
"T0000002-1.wav",6839,28.4675,28.5004300000012,82.3293,66.5161,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA,77.1484375,0.0329300000011976,1.13595027004421
"T0000002-1.wav",6840,30.7414,30.7743300000012,65.01,48.9458,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA,62.3046875,0.0329300000012012,2.47717770894825
"T0000002-1.wav",6841,33.6001,33.6417799999984,65.01,49.4478,1,"fixed_pooled_manual_annotations_JE.txt","T0000002.WAV",NA,61.9140625,0.0416799999984008,4.3259625640239
