Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	27.450000047	27.468259313	64376.4	73614.3
2	Spectrogram 1	1	27.595286008	27.627206883	65531.2	84873.0
3	Spectrogram 1	1	33.568149158	33.575768133	19630.5	31466.5
4	Spectrogram 1	1	35.435953176	35.443309427	56870.7	69572.7
5	Spectrogram 1	1	35.921885025	35.940144291	62067.0	75923.8
6	Spectrogram 1	1	37.679264042	37.687145740	59180.1	66974.6
7	Spectrogram 1	1	38.119189727	38.122867853	76789.8	88048.5
8	Spectrogram 1	1	39.422444128	39.438470247	67552.0	77078.5
9	Spectrogram 1	1	40.669801867	40.712888482	61489.6	76501.2
10	Spectrogram 1	1	40.824545866	40.870653797	59757.5	77078.5
11	Spectrogram 1	1	40.993815538	41.025079606	58025.4	74191.7
12	Spectrogram 1	1	41.554352075	41.572085895	59180.1	73614.3
13	Spectrogram 1	1	41.568801854	41.574713127	84873.0	99884.5
14	Spectrogram 1	1	49.850957825	49.869611176	23960.7	36662.8
15	Spectrogram 1	1	50.563458676	50.572259905	28579.7	36374.1
16	Spectrogram 1	1	50.570420842	50.577645732	19919.2	25692.8
17	Spectrogram 1	1	56.415982010	56.479035591	54561.2	70150.1
18	Spectrogram 1	1	56.469052107	56.476276997	34642.0	45034.6
19	Spectrogram 1	1	56.263208349	56.312600321	56870.7	69284.1
20	Spectrogram 1	1	55.546104768	55.561868164	61200.9	71304.8
21	Spectrogram 1	1	60.696620957	60.721579667	60334.9	76789.8
22	Spectrogram 1	1	60.923189792	60.953140243	55138.6	69861.4
23	Spectrogram 1	1	60.981777078	60.989527414	71304.8	79676.7
24	Spectrogram 1	1	60.993074178	60.999773621	53695.2	64087.8
25	Spectrogram 1	1	63.264492275	63.328334026	54849.9	74191.7
26	Spectrogram 1	1	63.469416480	63.477035454	78810.6	93533.5
27	Spectrogram 1	1	63.494769274	63.500943271	75923.8	89780.6
28	Spectrogram 1	1	63.505278204	63.511846286	76789.8	88914.5
29	Spectrogram 1	1	63.515918496	63.524588364	75923.8	90069.3
30	Spectrogram 1	1	63.514998965	63.518808452	53983.8	65531.2
31	Spectrogram 1	1	63.451682660	63.469941926	54849.9	71304.8
32	Spectrogram 1	1	63.667178644	63.692925523	56870.7	68995.4
33	Spectrogram 1	1	63.691349183	63.706455771	74480.4	88337.2
34	Spectrogram 1	1	63.827172476	63.834922812	47921.5	62933.0
35	Spectrogram 1	1	65.362627871	65.377997181	67263.3	76501.2
36	Spectrogram 1	1	69.817519761	69.845237065	62644.3	73614.3
37	Spectrogram 1	1	70.829495091	70.856686948	53117.8	66108.5
38	Spectrogram 1	1	75.895472308	75.920956464	56004.6	71593.5
39	Spectrogram 1	1	77.621045962	77.659929004	54561.2	69284.1
40	Spectrogram 1	1	81.743989990	81.770656400	62067.0	81697.5
41	Spectrogram 1	1	81.770787762	81.774334526	41859.1	50230.9
42	Spectrogram 1	1	82.413363035	82.427287368	43013.9	50519.6
44	Spectrogram 1	1	97.084616156	97.095650533	61778.3	72170.9
45	Spectrogram 1	1	97.571871535	97.590262162	66108.5	75923.8
46	Spectrogram 1	1	101.561621341	101.584215541	59468.8	66974.6
51	Spectrogram 1	1	101.590389538	101.599322129	58314.1	67263.3
52	Spectrogram 1	1	148.864100696	148.870668777	53983.8	60046.2
53	Spectrogram 1	1	161.925039432	161.931344790	37240.2	50230.9
54	Spectrogram 1	1	174.170286520	174.174884177	22806.0	28291.0
55	Spectrogram 1	1	174.174884177	174.186838085	29445.7	34064.7
56	Spectrogram 1	1	174.559248495	174.582565184	25692.8	30889.1
57	Spectrogram 1	1	174.770458490	174.794629030	22517.3	35219.4
58	Spectrogram 1	1	179.487010241	179.518799755	58025.4	67263.3
59	Spectrogram 1	1	221.515468288	221.520065945	40993.1	54272.5
60	Spectrogram 1	1	229.356271620	229.366517827	19630.5	31755.2
61	Spectrogram 1	1	234.245031799	234.250811711	67552.0	81408.8
62	Spectrogram 1	1	241.010712757	241.029891554	56870.7	65531.2
63	Spectrogram 1	1	55.639896971	55.648435477	53406.5	69284.1
76	Spectrogram 1	1	241.023980281	241.023980281	61489.6	61489.6
