Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	36.809862753	36.833986956	47425.5	65718.2
2	Spectrogram 1	1	53.914135434	53.939106101	22696.5	32859.1
4	Spectrogram 1	1	81.877330960	81.886007209	32520.3	37601.6
5	Spectrogram 1	1	81.880293582	81.886430440	39972.9	46748.0
6	Spectrogram 1	1	82.619828361	82.628081378	21341.5	32181.6
7	Spectrogram 1	1	83.269653535	83.282773716	46409.2	56910.6
8	Spectrogram 1	1	89.046765269	89.079777337	37940.4	53861.8
9	Spectrogram 1	1	106.617210191	106.629060677	54878.0	60636.9
10	Spectrogram 1	1	140.897164768	140.911977875	52168.0	61314.4
11	Spectrogram 1	1	146.408786960	146.421483909	23374.0	33536.6
