Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	9.497013697	9.503310361	69333.3	84000.0
2	Spectrogram 1	1	9.504097444	9.511968273	86666.7	92666.7
3	Spectrogram 1	1	11.080885468	11.091379908	68000.0	88666.7
4	Spectrogram 1	1	29.832831331	29.856443820	36000.0	75666.7
5	Spectrogram 1	1	55.905995730	55.914916004	23333.3	37000.0
6	Spectrogram 1	1	92.203150123	92.251686907	60666.7	73000.0
7	Spectrogram 1	1	119.240445893	119.264058383	64333.3	76666.7
8	Spectrogram 1	1	119.261434773	119.293180453	54666.7	63666.7
9	Spectrogram 1	1	122.693717033	122.709721054	54333.3	65000.0
10	Spectrogram 1	1	122.707097444	122.717067161	69333.3	81333.3
11	Spectrogram 1	1	131.483269212	131.501896842	41333.3	72333.3
12	Spectrogram 1	1	163.856125842	163.872916946	64000.0	76333.3
13	Spectrogram 1	1	164.653998720	164.678135932	58666.7	72333.3
14	Spectrogram 1	1	164.858377903	164.882515115	65666.7	83333.3
15	Spectrogram 1	1	175.563977510	175.584966390	50666.7	63333.3
16	Spectrogram 1	1	176.791149025	176.800069299	62000.0	74333.3
17	Spectrogram 1	1	178.478607966	178.494087265	57333.3	74333.3
18	Spectrogram 1	1	182.647087519	182.720810958	55333.3	77666.7
19	Spectrogram 1	1	184.955823020	184.971039958	48000.0	58000.0
20	Spectrogram 1	1	190.109578879	190.133716091	58666.7	74666.7
