Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	8.491213975	8.504087414	61994.6	72102.4
2	Spectrogram 1	1	11.543794293	11.564023984	33018.9	39757.4
3	Spectrogram 1	1	18.383792968	18.410853463	47843.7	57951.5
4	Spectrogram 1	1	21.141072842	21.170235124	41442.0	54919.1
5	Spectrogram 1	1	22.724242995	22.760498805	41779.0	50876.0
6	Spectrogram 1	1	24.689675358	24.715947684	58288.4	68396.2
7	Spectrogram 1	1	24.946093224	24.980247248	46496.0	63005.4
8	Spectrogram 1	1	25.587926044	25.623656407	60310.0	71765.5
9	Spectrogram 1	1	26.091303708	26.111270675	57277.6	70417.8
10	Spectrogram 1	1	32.719284746	32.736887205	57277.6	70080.9
11	Spectrogram 1	1	33.906268116	33.937269460	51886.8	63005.4
12	Spectrogram 1	1	43.451264161	43.475434700	47843.7	61657.7
13	Spectrogram 1	1	47.952763768	47.968264440	49528.3	59636.1
14	Spectrogram 1	1	49.494686305	49.507822468	58288.4	67385.4
15	Spectrogram 1	1	50.969351753	50.983013362	59973.0	78841.0
16	Spectrogram 1	1	53.897139133	53.924199628	60646.9	72776.3
17	Spectrogram 1	1	57.584984942	57.603375570	53908.4	67385.4
18	Spectrogram 1	1	69.410681834	69.429860632	53908.4	75471.7
19	Spectrogram 1	1	101.937128718	101.949739435	20889.5	29312.7
20	Spectrogram 1	1	108.860936368	108.901133026	33018.9	45485.2
21	Spectrogram 1	1	129.530947771	129.548287506	29312.7	44137.5
22	Spectrogram 1	1	130.055606051	130.066903151	26954.2	37062.0
23	Spectrogram 1	1	136.078009359	136.094035477	60646.9	78504.0
24	Spectrogram 1	1	234.762627200	234.784433231	21226.4	29649.6
25	Spectrogram 1	1	241.813067460	241.842755188	20889.5	30323.5
