Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	38.101882828	38.115395912	19401.3	28270.5
2	Spectrogram 1	1	170.028510136	170.040500619	51829.3	61807.1
3	Spectrogram 1	1	170.041071594	170.047161998	42128.6	50443.5
4	Spectrogram 1	1	185.747046264	185.761701299	21064.3	31596.5
5	Spectrogram 1	1	299.530360334	299.562905930	20510.0	30765.0
6	Spectrogram 1	1	299.693849613	299.702985219	32150.8	42682.9
7	Spectrogram 1	1	299.704461780	299.730155671	22727.3	30210.6
8	Spectrogram 1	1	300.385557792	300.416961437	17184.0	24113.1
9	Spectrogram 1	1	300.577964614	300.590145421	25498.9	35476.7
10	Spectrogram 1	1	300.556648200	300.568448358	35199.6	41574.3
11	Spectrogram 1	1	300.569399983	300.580438840	19401.3	25776.1
