Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	8.160623499	8.180878671	49463.2	62500.0
2	Spectrogram 1	1	8.455244185	8.493913150	47162.6	61733.1
3	Spectrogram 1	1	9.098253839	9.121455218	46779.1	59816.0
4	Spectrogram 1	1	15.168544698	15.214947456	43328.2	56748.5
5	Spectrogram 1	1	16.777541931	16.804794344	61733.1	77454.0
6	Spectrogram 1	1	17.072162621	17.088366759	57898.8	74003.1
7	Spectrogram 1	1	20.452935017	20.474663292	46395.7	82822.1
8	Spectrogram 1	1	20.704835703	20.728405358	46779.1	64417.2
9	Spectrogram 1	1	21.008663290	21.060958462	46395.7	61349.7
11	Spectrogram 1	1	21.017133635	21.030391566	64417.2	78220.9
12	Spectrogram 1	1	21.043281221	21.055066048	61733.1	74386.5
13	Spectrogram 1	1	21.185067426	21.204586046	47546.0	58665.6
14	Spectrogram 1	1	21.452435698	21.476005353	52147.2	67101.2
15	Spectrogram 1	1	21.937455009	21.978701905	46779.1	57515.3
17	Spectrogram 1	1	22.345504545	22.373125234	51763.8	67101.2
18	Spectrogram 1	1	23.278715574	23.303021781	49463.2	62500.0
19	Spectrogram 1	1	25.034286600	25.046807979	47162.6	60199.4
20	Spectrogram 1	1	25.296499010	25.320436941	50996.9	62883.4
21	Spectrogram 1	1	29.692239678	29.723543126	38727.0	57515.3
22	Spectrogram 1	1	29.840654849	29.880796917	47929.4	84739.3
23	Spectrogram 1	1	30.673694847	30.694686571	44095.1	75153.4
24	Spectrogram 1	1	30.815849328	30.834263121	49463.2	75920.2
25	Spectrogram 1	1	34.504131638	34.531015776	43711.7	56365.0
26	Spectrogram 1	1	36.446050250	36.471461284	46012.3	67868.1
27	Spectrogram 1	1	37.889323201	37.909210098	46395.7	54831.3
28	Spectrogram 1	1	38.156323200	38.183207338	48696.3	64417.2
29	Spectrogram 1	1	38.449102512	38.480405959	45628.8	62883.4
30	Spectrogram 1	1	40.271699743	40.288640433	48312.9	59049.1
31	Spectrogram 1	1	40.286062502	40.305949398	58282.2	78220.9
32	Spectrogram 1	1	40.677908014	40.688588014	54831.3	74003.1
33	Spectrogram 1	1	51.131786583	51.165299686	43711.7	59432.5
34	Spectrogram 1	1	50.815069341	50.843058306	54447.9	74003.1
35	Spectrogram 1	1	52.694749333	52.727157609	47929.4	61349.7
36	Spectrogram 1	1	53.178663812	53.202970019	44478.5	60199.4
37	Spectrogram 1	1	53.201128639	53.215859674	57515.3	85506.1
38	Spectrogram 1	1	53.046084503	53.057132779	48696.3	71319.0
39	Spectrogram 1	1	53.664419675	53.701983812	47929.4	61733.1
40	Spectrogram 1	1	53.695723123	53.706034847	69401.8	85122.7
41	Spectrogram 1	1	53.948360361	53.967878981	48696.3	60199.4
42	Spectrogram 1	1	53.963827947	53.977822429	56365.0	87423.3
43	Spectrogram 1	1	60.399816880	60.429647225	49463.2	66717.8
44	Spectrogram 1	1	60.624465153	60.650244463	48312.9	65567.5
45	Spectrogram 1	1	62.707065145	62.722164455	67101.2	82822.1
46	Spectrogram 1	1	63.146418243	63.170724449	48312.9	63650.3
47	Spectrogram 1	1	65.833358778	65.862452571	36042.9	46779.1
48	Spectrogram 1	1	66.102936706	66.112880154	54831.3	65567.5
49	Spectrogram 1	1	66.573593258	66.632149120	39110.4	53681.0
50	Spectrogram 1	1	68.789877098	68.842908822	41027.6	57131.9
51	Spectrogram 1	1	73.697152648	73.713356786	40644.2	51380.4
52	Spectrogram 1	1	73.722563682	73.733980234	40644.2	52147.2
53	Spectrogram 1	1	74.613791123	74.642884916	45245.4	55981.6
54	Spectrogram 1	1	75.108385600	75.151105599	56365.0	76687.1
55	Spectrogram 1	1	75.927062840	75.961312495	44095.1	59432.5
56	Spectrogram 1	1	76.791406284	76.809083525	58665.6	74386.5
57	Spectrogram 1	1	77.398693035	77.414897172	52914.1	77454.0
58	Spectrogram 1	1	79.037888887	79.068087507	41027.6	55981.6
59	Spectrogram 1	1	79.563786814	79.580359227	47929.4	61733.1
60	Spectrogram 1	1	81.063037843	81.098760601	49846.6	60966.3
61	Spectrogram 1	1	81.631655769	81.667746803	44478.5	58665.6
62	Spectrogram 1	1	90.008458344	90.024662481	53681.0	77454.0
63	Spectrogram 1	1	91.097450063	91.117705235	46012.3	62500.0
64	Spectrogram 1	1	92.042077644	92.062701092	49079.8	59049.1
65	Spectrogram 1	1	92.661885916	92.674775571	49846.6	60966.3
66	Spectrogram 1	1	92.868488672	92.900528672	44478.5	56748.5
67	Spectrogram 1	1	93.394018325	93.419429360	50996.9	65184.0
68	Spectrogram 1	1	116.082389243	116.124004415	36042.9	52147.2
69	Spectrogram 1	1	116.246272000	116.270209931	59432.5	72852.8
70	Spectrogram 1	1	117.019651307	117.045430617	58665.6	73236.2
71	Spectrogram 1	1	118.397739577	118.419467853	49079.8	62116.6
72	Spectrogram 1	1	126.416578157	126.433887122	54831.3	68635.0
73	Spectrogram 1	1	126.685787811	126.710462293	51763.8	67484.7
74	Spectrogram 1	1	127.648460909	127.660982288	53297.5	61733.1
75	Spectrogram 1	1	128.108437316	128.139740764	57515.3	67484.7
76	Spectrogram 1	1	189.341293595	189.362653595	47162.6	61733.1
77	Spectrogram 1	1	214.779580361	214.804623119	54064.4	64800.6
78	Spectrogram 1	1	216.009990009	216.027298975	49463.2	61349.7
79	Spectrogram 1	1	288.449111155	288.471207707	47929.4	58282.2
80	Spectrogram 1	1	292.887939667	292.922557598	40644.2	51380.4
81	Spectrogram 1	1	293.329502422	293.362647250	38727.0	50996.9
82	Spectrogram 1	1	293.897015383	293.925740900	42561.3	54064.4
83	Spectrogram 1	1	298.022809273	298.043800997	42944.8	51380.4
84	Spectrogram 1	1	65.562123609	65.583851885	57131.9	74003.1
85	Spectrogram 1	1	74.366862024	74.384539265	57515.3	75153.4
