Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
2	Spectrogram 1	1	118.785188492	118.815401666	66997.5	78163.8
3	Spectrogram 1	1	120.802604441	120.829008128	28536.0	57692.3
5	Spectrogram 1	1	144.977259905	144.992760577	19230.8	30397.0
6	Spectrogram 1	1	145.416134497	145.431897892	21712.2	29776.7
7	Spectrogram 1	1	177.517350552	177.533376671	37531.0	50868.5
8	Spectrogram 1	1	177.525494973	177.535215733	53660.0	62655.1
9	Spectrogram 1	1	186.549602328	186.565628447	46836.2	58002.5
10	Spectrogram 1	1	193.540966646	193.549899236	52419.4	62034.7
11	Spectrogram 1	1	200.920087952	200.934537731	33808.9	50248.1
12	Spectrogram 1	1	207.950983489	207.972264072	33808.9	54900.7
