Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.061550057	0.105027969	47602.7	62671.2
2	Spectrogram 1	1	0.637925152	0.661235599	38356.2	54109.6
3	Spectrogram 1	1	1.542786091	1.559024830	63698.6	80821.9
4	Spectrogram 1	1	1.673664544	1.704570530	43150.7	65753.4
5	Spectrogram 1	1	1.809074668	1.846790448	41438.4	62328.8
6	Spectrogram 1	1	3.066163890	3.091831573	46232.9	73972.6
7	Spectrogram 1	1	3.307927766	3.333333534	43150.7	63698.6
8	Spectrogram 1	1	4.038908946	4.068767271	45205.5	66780.8
9	Spectrogram 1	1	4.289117537	4.322118844	48287.7	68493.2
10	Spectrogram 1	1	5.301002524	5.312788705	66438.4	80137.0
11	Spectrogram 1	1	5.313574451	5.342385115	55137.0	70547.9
12	Spectrogram 1	1	5.418832880	5.448167375	39041.1	59246.6
13	Spectrogram 1	1	5.445810139	5.454977169	61986.3	73972.6
14	Spectrogram 1	1	5.655806654	5.688284131	41438.4	57876.7
15	Spectrogram 1	1	5.987712640	6.006308614	45890.4	55479.5
16	Spectrogram 1	1	6.641806218	6.658306872	43493.2	54109.6
17	Spectrogram 1	1	7.680379016	7.694784349	63356.2	79452.1
18	Spectrogram 1	1	7.812122329	7.837790012	65068.5	86643.8
19	Spectrogram 1	1	7.801645724	7.817622547	43150.7	61643.8
20	Spectrogram 1	1	8.037762043	8.058453339	61986.3	84931.5
21	Spectrogram 1	1	9.001292478	9.022507604	60274.0	77397.3
22	Spectrogram 1	1	11.157636139	11.186184889	47602.7	62328.8
23	Spectrogram 1	1	11.497967149	11.533063777	49657.5	60958.9
24	Spectrogram 1	1	11.752810575	11.777954428	44520.5	61986.3
25	Spectrogram 1	1	11.774287616	11.781883155	58904.1	83561.6
26	Spectrogram 1	1	12.306471287	12.336329613	45890.4	66438.4
27	Spectrogram 1	1	13.376926459	13.392641367	61643.8	80137.0
28	Spectrogram 1	1	13.459675747	13.481938534	29452.1	40753.4
29	Spectrogram 1	1	14.356104389	14.375224194	28082.2	39383.6
30	Spectrogram 1	1	14.857330484	14.871473901	70547.9	87671.2
31	Spectrogram 1	1	15.422476080	15.440548224	58904.1	78082.2
32	Spectrogram 1	1	15.549714818	15.585859107	59589.0	76027.4
33	Spectrogram 1	1	15.703117972	15.734023958	41095.9	60958.9
34	Spectrogram 1	1	15.921427984	15.946048006	40411.0	54452.1
35	Spectrogram 1	1	16.564116230	16.590045828	44178.1	54452.1
36	Spectrogram 1	1	16.786069876	16.817761607	43493.2	57191.8
37	Spectrogram 1	1	17.042024394	17.074239955	44178.1	57534.2
38	Spectrogram 1	1	17.394974555	17.418546917	43835.6	56506.8
39	Spectrogram 1	1	17.897284566	17.915356711	46232.9	60958.9
40	Spectrogram 1	1	18.009122329	18.021170425	50684.9	58904.1
41	Spectrogram 1	1	18.223428419	18.243333970	52397.3	61986.3
42	Spectrogram 1	1	18.427583241	18.447226876	45890.4	56164.4
43	Spectrogram 1	1	19.611328742	19.634115358	45890.4	59931.5
44	Spectrogram 1	1	24.519710026	24.536734510	70547.9	83219.2
45	Spectrogram 1	1	24.656167811	24.680787834	47602.7	66438.4
46	Spectrogram 1	1	25.860997296	25.892427112	55821.9	81164.4
47	Spectrogram 1	1	25.968120586	26.001645724	38013.7	54109.6
48	Spectrogram 1	1	26.095284131	26.117285002	47602.7	58561.6
49	Spectrogram 1	1	26.381664979	26.396856057	59589.0	77397.3
50	Spectrogram 1	1	26.361497514	26.380879234	39041.1	54452.1
51	Spectrogram 1	1	26.950377709	26.974473901	40068.5	57534.2
52	Spectrogram 1	1	26.974997732	26.984426677	56506.8	73287.7
53	Spectrogram 1	1	27.387974555	27.436166940	50684.9	89726.0
54	Spectrogram 1	1	27.664069005	27.674545610	55479.5	79452.1
55	Spectrogram 1	1	27.642330049	27.666426241	40411.0	54794.5
56	Spectrogram 1	1	28.048591964	28.070592835	51712.3	66095.9
57	Spectrogram 1	1	28.152572272	28.168811011	45890.4	54109.6
58	Spectrogram 1	1	28.260663672	28.285807525	42465.8	59931.5
59	Spectrogram 1	1	28.476807525	28.502999039	47260.3	59246.6
60	Spectrogram 1	1	28.500117972	28.511118408	59246.6	78424.7
61	Spectrogram 1	1	29.611046699	29.635404807	60958.9	76712.3
62	Spectrogram 1	1	30.978950507	31.016404371	54452.1	79452.1
63	Spectrogram 1	1	31.514261390	31.529452467	59246.6	78082.2
64	Spectrogram 1	1	31.490689027	31.517142456	48972.6	57534.2
65	Spectrogram 1	1	33.942282388	33.960354532	66095.9	76369.9
66	Spectrogram 1	1	33.956949636	33.966640496	51712.3	62671.2
67	Spectrogram 1	1	34.063025265	34.082145070	48630.1	62671.2
68	Spectrogram 1	1	34.083192731	34.091050185	61643.8	80137.0
69	Spectrogram 1	1	34.306542560	34.339281952	41780.8	59246.6
71	Spectrogram 1	1	36.947754637	36.960326563	65411.0	76369.9
72	Spectrogram 1	1	37.832900668	37.862497078	69178.1	88356.2
73	Spectrogram 1	1	38.219995553	38.235972377	64726.0	79452.1
74	Spectrogram 1	1	38.371382501	38.417217650	46917.8	59589.0
75	Spectrogram 1	1	38.657211551	38.677902846	44520.5	58561.6
76	Spectrogram 1	1	38.674759865	38.681307743	57191.8	78767.1
77	Spectrogram 1	1	38.955572272	38.965525047	61643.8	83561.6
78	Spectrogram 1	1	38.936714383	38.956881848	43835.6	64726.0
79	Spectrogram 1	1	40.464783041	40.473164326	58561.6	66780.8
80	Spectrogram 1	1	40.470283259	40.490712640	47602.7	59246.6
81	Spectrogram 1	1	40.714281081	40.739163019	59931.5	72945.2
82	Spectrogram 1	1	40.950710897	40.958830266	62328.8	69863.0
83	Spectrogram 1	1	40.956734945	40.981616883	48630.1	60616.4
84	Spectrogram 1	1	40.967735381	40.994712640	62328.8	86986.3
85	Spectrogram 1	1	41.084811446	41.108121893	46575.3	64383.6
86	Spectrogram 1	1	41.208490979	41.246468673	45547.9	64041.1
87	Spectrogram 1	1	45.138230371	45.152897618	70205.5	89383.6
88	Spectrogram 1	1	45.137706540	45.146087825	47945.2	58561.6
89	Spectrogram 1	1	45.356667593	45.390716561	60616.4	94178.1
