Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	145.304633730	145.321216784	60741.7	71930.9
2	Spectrogram 1	1	145.549325906	145.595389945	60741.7	75447.6
3	Spectrogram 1	1	146.100988840	146.112412721	62659.8	69373.4
4	Spectrogram 1	1	179.605759431	179.675776770	63618.9	74808.2
5	Spectrogram 1	1	179.804019054	179.828340866	74808.2	87915.6
6	Spectrogram 1	1	180.862017909	180.898869140	66176.5	78964.2
7	Spectrogram 1	1	228.167206552	228.190054316	70971.9	82480.8
8	Spectrogram 1	1	240.059835928	240.071628322	50191.8	64258.3
9	Spectrogram 1	1	244.655184477	244.668450920	64897.7	73209.7
10	Spectrogram 1	1	258.261764337	258.292719371	73849.1	80882.4
11	Spectrogram 1	1	261.707354039	261.746047832	48593.4	57225.1
12	Spectrogram 1	1	306.002160305	306.018743359	42838.9	58823.5
