Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	44.570244595	44.583208733	55520.3	68527.9
2	Spectrogram 1	1	44.715257736	44.739148790	39657.4	52982.2
3	Spectrogram 1	1	47.054844196	47.070215959	30139.6	39340.1
4	Spectrogram 1	1	48.252658994	48.262104294	61865.5	82487.3
5	Spectrogram 1	1	50.658511928	50.675365307	55520.3	65989.8
6	Spectrogram 1	1	51.029101066	51.045584042	47271.6	57741.1
7	Spectrogram 1	1	53.769808787	53.780550501	58692.9	70431.5
8	Spectrogram 1	1	59.492801537	59.499098403	72335.0	79949.2
9	Spectrogram 1	1	77.119767487	77.137732078	56154.8	76142.1
10	Spectrogram 1	1	77.144584551	77.153289043	59961.9	74555.8
11	Spectrogram 1	1	98.199552805	98.206590479	37436.5	46002.5
12	Spectrogram 1	1	103.471374389	103.487672162	72969.5	85977.2
13	Spectrogram 1	1	103.467485148	103.475819236	50444.2	61865.5
14	Spectrogram 1	1	108.829545516	108.842324452	54885.8	64086.3
15	Spectrogram 1	1	110.429563642	110.455306715	50761.4	64086.3
16	Spectrogram 1	1	110.944844196	110.967994442	63451.8	84390.9
17	Spectrogram 1	1	111.359733437	111.408441555	53934.0	64086.3
18	Spectrogram 1	1	112.310960845	112.337629929	43781.7	62817.3
19	Spectrogram 1	1	112.346890027	112.368929061	73604.1	85977.2
20	Spectrogram 1	1	115.497506029	115.518989457	61231.0	76776.6
21	Spectrogram 1	1	115.547880964	115.559733890	63134.5	73286.8
22	Spectrogram 1	1	119.032926752	119.067003914	49175.1	62182.7
23	Spectrogram 1	1	129.845288137	129.858067073	22842.6	43147.2
24	Spectrogram 1	1	130.323953142	130.337472886	35533.0	44416.2
25	Spectrogram 1	1	130.331546423	130.352659447	36802.0	53299.5
26	Spectrogram 1	1	130.497116982	130.513970361	36484.8	46002.5
28	Spectrogram 1	1	159.122314029	159.138982206	43147.2	53934.0
29	Spectrogram 1	1	162.189921811	162.208071604	39657.4	52347.7
30	Spectrogram 1	1	165.667781568	165.674448838	61548.2	73604.1
32	Spectrogram 1	1	167.050880964	167.063659900	65038.1	76459.4
33	Spectrogram 1	1	167.068289949	167.080142875	73604.1	86611.7
34	Spectrogram 1	1	167.240527780	167.254417927	42512.7	51395.9
35	Spectrogram 1	1	167.340936743	167.369643048	50126.9	66624.4
36	Spectrogram 1	1	167.646279015	167.669244059	64720.8	73921.3
37	Spectrogram 1	1	167.614609478	167.636463311	53934.0	65989.8
38	Spectrogram 1	1	173.153410287	173.168782051	39657.4	52665.0
39	Spectrogram 1	1	173.371207802	173.380097496	30139.6	45368.0
40	Spectrogram 1	1	186.401691231	186.433360768	35850.3	63134.5
41	Spectrogram 1	1	197.099543251	197.112507388	55203.0	66307.1
42	Spectrogram 1	1	197.113062994	197.118989457	77093.9	86928.9
43	Spectrogram 1	1	216.132861019	216.157492881	58375.6	68210.7
44	Spectrogram 1	1	224.003580925	224.013767034	29822.3	36167.5
45	Spectrogram 1	1	233.303173300	233.347066166	46637.1	60596.4
47	Spectrogram 1	1	237.669651744	237.687801537	55837.6	63451.8
51	Spectrogram 1	1	241.165244118	241.212655822	53299.5	65355.3
52	Spectrogram 1	1	241.223027132	241.262845555	51078.7	68210.7
53	Spectrogram 1	1	260.817999256	260.836519453	34581.2	47588.8
54	Spectrogram 1	1	266.054983444	266.064613947	34264.0	45685.3
55	Spectrogram 1	1	268.167993536	268.215034835	58058.4	70748.7
56	Spectrogram 1	1	268.227258165	268.242444727	61548.2	71066.0
57	Spectrogram 1	1	292.667021126	292.691097382	43147.2	56789.3
58	Spectrogram 1	1	292.636092397	292.656094210	40926.4	50444.2
59	Spectrogram 1	1	292.652390171	292.671095569	60913.7	74555.8
60	Spectrogram 1	1	293.183597179	293.223786006	43464.5	59010.2
