Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz)
1,Spectrogram 1,1,1.217817879,1.230175367,66132.3,82164.3
3,Spectrogram 1,1,6.262468690,6.288134242,49698.8,61496.0
4,Spectrogram 1,1,6.695932600,6.735381505,48192.8,56224.9
5,Spectrogram 1,1,7.606108970,7.614664155,48945.8,57981.9
6,Spectrogram 1,1,22.533736813,22.568689068,47690.8,54467.9
7,Spectrogram 1,1,22.564656115,22.666824245,57981.9,76305.2
8,Spectrogram 1,1,22.724629898,22.778402598,46435.7,56726.9
9,Spectrogram 1,1,26.961889176,26.999530066,52208.8,62500.0
10,Spectrogram 1,1,28.467513639,28.500449418,66516.1,82329.3
11,Spectrogram 1,1,30.741411326,30.774347105,48945.8,65010.0
12,Spectrogram 1,1,33.600058074,33.641731916,49447.8,65010.0
13,Spectrogram 1,1,35.797345284,35.818854364,49196.8,59236.9
14,Spectrogram 1,1,36.290022971,36.312876368,69528.1,79066.3
15,Spectrogram 1,1,36.929915868,36.944703361,53463.9,63504.0
16,Spectrogram 1,1,36.942686884,36.964868123,69779.1,84588.4
17,Spectrogram 1,1,37.543598656,37.658537802,63755.0,91616.5
18,Spectrogram 1,1,40.326325556,40.351195430,56726.9,68524.1
19,Spectrogram 1,1,43.409495642,43.441759262,65763.1,78313.3
20,Spectrogram 1,1,43.748935811,43.792626130,49196.8,59488.0
21,Spectrogram 1,1,45.584592568,45.621561299,53714.9,63504.0
22,Spectrogram 1,1,45.815143019,45.830602671,51204.8,61245.0
23,Spectrogram 1,1,45.946213975,45.963017944,52710.8,64508.0
24,Spectrogram 1,1,45.972428167,45.991248612,67771.1,80070.3
25,Spectrogram 1,1,46.667436561,46.690962117,70030.1,81576.3
26,Spectrogram 1,1,47.391351491,47.410171936,56224.9,68022.1
27,Spectrogram 1,1,47.628622871,47.656853538,52208.8,62500.0
28,Spectrogram 1,1,47.849090941,47.864550592,51957.8,64257.0
29,Spectrogram 1,1,48.482255884,48.497715535,56475.9,66516.1
30,Spectrogram 1,1,48.494354741,48.513847345,79568.3,87600.4
31,Spectrogram 1,1,52.432525904,52.478904858,49949.8,60492.0
32,Spectrogram 1,1,52.472183270,52.572334924,65010.0,84086.3
33,Spectrogram 1,1,57.140294557,57.155082049,51957.8,60492.0
34,Spectrogram 1,1,57.974446453,57.996627692,46184.7,55973.9
35,Spectrogram 1,1,58.332705546,58.356903261,51957.8,63504.0
36,Spectrogram 1,1,58.644580038,58.692975468,45431.7,56726.9
37,Spectrogram 1,1,59.048548524,59.075434874,46937.8,56977.9
38,Spectrogram 1,1,59.336906736,59.354382863,49196.8,58232.9
39,Spectrogram 1,1,60.884212487,60.935968711,46435.7,59990.0
40,Spectrogram 1,1,61.302967388,61.331198056,64257.0,81074.3
41,Spectrogram 1,1,63.791245945,63.843002169,65763.1,86094.4
42,Spectrogram 1,1,64.243608783,64.275872403,67771.1,81827.3
43,Spectrogram 1,1,64.212017322,64.253691165,49447.8,64006.0
44,Spectrogram 1,1,64.616650404,64.638159484,68273.1,81074.3
46,Spectrogram 1,1,65.223600747,65.269307542,50702.8,67018.1
47,Spectrogram 1,1,66.513483061,66.565239285,49698.8,65512.0
48,Spectrogram 1,1,66.793103550,66.833433075,47690.8,65512.0
49,Spectrogram 1,1,66.817301265,66.853597838,71536.1,90110.4
50,Spectrogram 1,1,68.030546046,68.069531253,63002.0,79819.3
51,Spectrogram 1,1,69.090544337,69.140956243,52710.8,69026.1
52,Spectrogram 1,1,69.367466915,69.405107805,48694.8,60241.0
53,Spectrogram 1,1,70.198928188,70.214387840,45682.7,55220.9
54,Spectrogram 1,1,70.213043522,70.228503173,64257.0,74799.2
55,Spectrogram 1,1,72.076956490,72.108547951,68273.1,80823.3
56,Spectrogram 1,1,72.066201950,72.083005919,46184.7,58483.9
57,Spectrogram 1,1,74.608304358,74.630485597,52961.8,65010.0
58,Spectrogram 1,1,77.354085176,77.385676637,44427.7,57981.9
59,Spectrogram 1,1,78.565312790,78.616396855,45180.7,56726.9
60,Spectrogram 1,1,78.729319525,78.766960415,46435.7,60994.0
61,Spectrogram 1,1,79.425008834,79.458616772,63253.0,85341.4
62,Spectrogram 1,1,79.786624877,79.832331672,51957.8,70030.1
63,Spectrogram 1,1,79.911640260,79.986249882,62500.0,85592.4
64,Spectrogram 1,1,81.506011334,81.526848256,61747.0,74548.2
65,Spectrogram 1,1,81.776219152,81.801761184,48192.8,60241.0
66,Spectrogram 1,1,82.086759457,82.104235584,52961.8,65512.0
67,Spectrogram 1,1,83.289933410,83.330262935,67771.1,87098.4
68,Spectrogram 1,1,83.536615671,83.554763958,54969.9,65010.0
69,Spectrogram 1,1,83.553419640,83.564846339,72038.2,80823.3
70,Spectrogram 1,1,86.632584743,86.664848363,53714.9,65010.0
71,Spectrogram 1,1,86.650060871,86.682996650,69277.1,90361.4
72,Spectrogram 1,1,87.210644163,87.261056069,46686.7,61245.0
73,Spectrogram 1,1,87.388766232,87.423718487,45682.7,59236.9
74,Spectrogram 1,1,89.277529437,89.286939659,68273.1,80572.3
75,Spectrogram 1,1,89.422043568,89.442880489,67018.1,80572.3
76,Spectrogram 1,1,89.809209569,89.837440236,46435.7,57479.9
77,Spectrogram 1,1,89.840128871,89.865670904,62500.0,76556.2
78,Spectrogram 1,1,90.106977209,90.140585147,50200.8,59739.0
79,Spectrogram 1,1,91.078236290,91.129992514,49949.8,59739.0
80,Spectrogram 1,1,93.819320762,93.844190635,46686.7,57479.9
81,Spectrogram 1,1,93.840157683,93.860322445,62249.0,78564.3
82,Spectrogram 1,1,94.196401820,94.227321123,50451.8,64759.0
83,Spectrogram 1,1,94.687736755,94.722016851,50702.8,60241.0
84,Spectrogram 1,1,94.441054494,94.468613003,55220.9,63504.0
85,Spectrogram 1,1,97.852283021,97.893956863,51957.8,62751.0
86,Spectrogram 1,1,99.901031807,99.959509618,46937.8,59488.0
87,Spectrogram 1,1,101.467843712,101.486664157,54216.9,67269.1
88,Spectrogram 1,1,101.729987628,101.745447279,45682.7,56224.9
89,Spectrogram 1,1,102.475404337,102.502290687,54216.9,67018.1
90,Spectrogram 1,1,102.183687439,102.209901630,28112.4,44929.7
91,Spectrogram 1,1,104.219665098,104.240502019,60994.0,71787.1
92,Spectrogram 1,1,111.249113594,111.290787436,50702.8,63253.0
