Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	12.099160207	12.118308491	70473.3	77674.9
2	Spectrogram 1	1	109.974965021	109.992836753	66872.4	74074.1
3	Spectrogram 1	1	129.042824123	129.053036541	64814.8	74588.5
4	Spectrogram 1	1	141.611755466	141.625797541	60185.2	68415.6
5	Spectrogram 1	1	195.405662192	195.433746342	67901.2	73559.7
6	Spectrogram 1	1	226.787143353	226.806291637	62242.8	77674.9
10	Spectrogram 1	1	241.685783222	241.708761163	61728.4	70473.3
12	Spectrogram 1	1	244.646107641	244.658873164	60185.2	67901.2
13	Spectrogram 1	1	268.515078499	268.555928172	50925.9	57098.8
14	Spectrogram 1	1	268.679753742	268.697625474	56584.4	62242.8
15	Spectrogram 1	1	271.328599127	271.347747411	56070.0	66358.0
16	Spectrogram 1	1	272.084317833	272.098359908	58127.6	67901.2
17	Spectrogram 1	1	276.527995563	276.545867294	62757.2	73559.7
18	Spectrogram 1	1	277.606682133	277.624553864	59156.4	67386.8
19	Spectrogram 1	1	288.213553394	288.227595469	49897.1	54012.3
20	Spectrogram 1	1	291.969169779	291.985764958	60699.6	67901.2
21	Spectrogram 1	1	307.412937175	307.446127534	59670.8	70473.3
22	Spectrogram 1	1	308.100998610	308.123976551	59670.8	69444.4
23	Spectrogram 1	1	312.295748087	312.317449476	64300.4	75102.9
24	Spectrogram 1	1	315.655632758	315.674781042	63786.0	70473.3
25	Spectrogram 1	1	317.188771607	317.215579205	65843.6	72016.5
26	Spectrogram 1	1	317.449188221	317.465783400	63271.6	73559.7
27	Spectrogram 1	1	336.725122264	336.734058129	63271.6	69958.8
28	Spectrogram 1	1	388.734401694	388.749720321	67901.2	76646.1
29	Spectrogram 1	1	406.672510085	406.703147340	65329.2	75617.3
30	Spectrogram 1	1	429.691295410	429.723209217	61214.0	68930.0
31	Spectrogram 1	1	430.027028608	430.079367251	69958.8	79732.5
32	Spectrogram 1	1	430.518501043	430.540202432	63271.6	75102.9
33	Spectrogram 1	1	433.916682422	433.934554154	66358.0	77160.5
34	Spectrogram 1	1	451.368424727	451.406721295	64814.8	72530.9
35	Spectrogram 1	1	454.469169567	454.492147508	70473.3	82818.9
36	Spectrogram 1	1	454.510019239	454.517678553	60185.2	76131.7
37	Spectrogram 1	1	454.497253717	454.503636478	69444.4	80761.3
38	Spectrogram 1	1	454.599377898	454.632568257	55555.6	63271.6
39	Spectrogram 1	1	455.259355184	455.275950363	60185.2	67386.8
40	Spectrogram 1	1	456.290809320	456.318893469	78189.3	95679.0
41	Spectrogram 1	1	456.466973533	456.484845265	41666.7	45267.5
42	Spectrogram 1	1	461.188939468	461.223406380	71502.1	86419.8
43	Spectrogram 1	1	461.459568500	461.472334023	68415.6	82304.5
44	Spectrogram 1	1	461.925509890	461.940828517	60699.6	67386.8
45	Spectrogram 1	1	462.051888564	462.081249267	58127.6	70987.7
46	Spectrogram 1	1	462.164225164	462.185926553	55041.2	60699.6
47	Spectrogram 1	1	462.288050545	462.304645725	59156.4	68415.6
48	Spectrogram 1	1	464.099477880	464.126285477	60699.6	69958.8
49	Spectrogram 1	1	465.238162406	465.256034138	54526.7	64814.8
50	Spectrogram 1	1	465.438581113	465.448793531	59670.8	66358.0
51	Spectrogram 1	1	465.950478475	465.964520550	57613.2	63786.0
52	Spectrogram 1	1	466.616838710	466.647475965	63271.6	73045.3
53	Spectrogram 1	1	467.558934187	467.575529367	58127.6	68415.6
54	Spectrogram 1	1	509.972375946	509.994077335	68647.5	86577.9
55	Spectrogram 1	1	513.738204190	513.775224206	50717.2	63524.6
56	Spectrogram 1	1	520.064796041	520.076285012	65061.5	72745.9
57	Spectrogram 1	1	526.462874351	526.490958501	56352.5	65573.8
58	Spectrogram 1	1	526.842010326	526.852222744	52254.1	58401.6
59	Spectrogram 1	1	527.369226364	527.392204305	53278.7	57377.0
60	Spectrogram 1	1	547.292373058	547.317904104	59938.5	68135.2
61	Spectrogram 1	1	558.379227364	558.414970828	62500.0	67623.0
62	Spectrogram 1	1	558.510712248	558.524754323	64036.9	71209.0
63	Spectrogram 1	1	561.518268492	561.541246433	61475.4	72233.6
64	Spectrogram 1	1	561.626775435	561.640817510	65573.8	77356.6
65	Spectrogram 1	1	561.827194141	561.847618978	65061.5	73258.2
66	Spectrogram 1	1	570.487323247	570.510301188	62500.0	74795.1
67	Spectrogram 1	1	576.516478280	576.531796907	60450.8	70184.4
68	Spectrogram 1	1	577.330918402	577.357726000	58913.9	66086.1
69	Spectrogram 1	1	577.464956391	577.487934332	58401.6	70184.4
70	Spectrogram 1	1	621.282674295	621.299269474	63524.6	72745.9
71	Spectrogram 1	1	630.444487463	630.477677822	67110.7	73258.2
72	Spectrogram 1	1	632.116770320	632.137195156	67110.7	82991.8
73	Spectrogram 1	1	632.269956593	632.313359370	68647.5	87602.5
74	Spectrogram 1	1	632.407824238	632.423142865	67623.0	75307.4
75	Spectrogram 1	1	633.100991882	633.126522927	68135.2	86577.9
76	Spectrogram 1	1	633.205669168	633.222264348	63524.6	74795.1
77	Spectrogram 1	1	633.412470447	633.439278044	60963.1	70696.7
78	Spectrogram 1	1	635.094965771	635.129432683	61475.4	67623.0
79	Spectrogram 1	1	639.368861440	639.385456619	62500.0	71209.0
80	Spectrogram 1	1	667.492575722	667.521936424	64036.9	71721.3
81	Spectrogram 1	1	670.435027520	670.455452357	71721.3	91188.5
82	Spectrogram 1	1	672.722608523	672.767287852	48668.0	69159.8
83	Spectrogram 1	1	673.160465951	673.184720444	57377.0	75819.7
84	Spectrogram 1	1	673.360884608	673.374926683	64549.2	79405.7
85	Spectrogram 1	1	673.577898494	673.607259197	58401.6	74282.8
