Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	9.427884580	9.445455708	23346.3	31371.6
2	Spectrogram 1	1	13.258469442	13.274222867	67120.6	76361.9
3	Spectrogram 1	1	13.271799264	13.280584827	53745.1	60554.5
4	Spectrogram 1	1	13.363290308	13.373893575	71254.9	79766.5
5	Spectrogram 1	1	13.376317179	13.383285040	64202.3	68579.8
6	Spectrogram 1	1	14.270034204	14.288817133	22130.4	30398.8
7	Spectrogram 1	1	24.025144890	24.041201265	64931.9	72714.0
8	Spectrogram 1	1	31.513935722	31.532718652	73200.4	80009.7
9	Spectrogram 1	1	31.544836671	31.566649105	40612.8	49610.9
10	Spectrogram 1	1	31.530597998	31.555742888	54231.5	82441.6
11	Spectrogram 1	1	42.341807166	42.359984195	40856.0	54717.9
12	Spectrogram 1	1	42.459049002	42.481770287	42072.0	51070.0
13	Spectrogram 1	1	42.462684407	42.479952585	53258.8	60068.1
14	Spectrogram 1	1	51.542136412	51.565160648	63229.6	77577.8
15	Spectrogram 1	1	54.319770707	54.331888726	32830.7	38910.5
16	Spectrogram 1	1	57.426106436	57.460339840	61770.4	68823.0
17	Spectrogram 1	1	65.549250228	65.572880366	49610.9	61040.9
18	Spectrogram 1	1	65.571365613	65.593178048	34046.7	42801.6
19	Spectrogram 1	1	77.078175517	77.089990586	41342.4	50583.7
20	Spectrogram 1	1	81.396879267	81.406876633	57636.2	66634.2
21	Spectrogram 1	1	83.132614294	83.150791323	33803.5	47422.2
22	Spectrogram 1	1	85.649445895	85.672470131	37208.2	44990.3
23	Spectrogram 1	1	85.746995949	85.790620818	34776.3	44503.9
24	Spectrogram 1	1	86.654345678	86.688579083	53501.9	65904.7
25	Spectrogram 1	1	88.991491166	89.034207184	44017.5	57879.4
26	Spectrogram 1	1	97.579662926	97.592386847	38910.5	48151.8
27	Spectrogram 1	1	108.099736646	108.119125477	61284.0	69309.3
28	Spectrogram 1	1	108.210919472	108.222128640	61770.4	69309.3
29	Spectrogram 1	1	109.718150808	109.729965877	61284.0	68823.0
30	Spectrogram 1	1	109.829939535	109.850540168	37694.6	44260.7
31	Spectrogram 1	1	109.840239851	109.858416880	60554.5	68579.8
32	Spectrogram 1	1	116.040871527	116.075407882	55447.5	67120.6
33	Spectrogram 1	1	115.910602872	115.923326793	76605.1	85116.7
34	Spectrogram 1	1	117.521180313	117.534813085	65904.7	73443.6
35	Spectrogram 1	1	118.498169193	118.528464241	58852.1	69795.7
36	Spectrogram 1	1	118.646996898	118.683653906	65661.5	78793.8
37	Spectrogram 1	1	120.121061794	120.132876863	65661.5	75632.3
38	Spectrogram 1	1	120.129544407	120.142571278	85603.1	94114.8
39	Spectrogram 1	1	120.243453788	120.287381607	38667.3	47908.6
40	Spectrogram 1	1	121.973314137	121.987855760	62500.0	71741.2
41	Spectrogram 1	1	122.513896331	122.530861557	53745.1	63229.6
42	Spectrogram 1	1	122.535405815	122.547220883	55204.3	65904.7
43	Spectrogram 1	1	123.361182947	123.376633422	65418.3	73443.6
44	Spectrogram 1	1	130.702739737	130.713343004	57879.4	65418.3
45	Spectrogram 1	1	134.616293593	134.646891591	43531.1	53745.1
46	Spectrogram 1	1	178.638290487	178.659497020	23103.1	35262.6
47	Spectrogram 1	1	182.293611819	182.343598649	36235.4	48151.8
48	Spectrogram 1	1	186.753964860	186.772141889	36721.8	42801.6
49	Spectrogram 1	1	187.117808335	187.156888946	34533.1	43044.7
50	Spectrogram 1	1	197.463040096	197.482731877	47179.0	56177.0
51	Spectrogram 1	1	198.088751441	198.100869460	44017.5	50583.7
52	Spectrogram 1	1	207.055123938	207.071180313	43044.7	48394.9
53	Spectrogram 1	1	220.142426300	220.159088576	35505.8	44990.3
54	Spectrogram 1	1	220.138790894	220.158785626	64445.5	87791.8
55	Spectrogram 1	1	230.129109717	230.150013300	38667.3	46692.6
56	Spectrogram 1	1	263.609707695	263.634852584	57879.4	67607.0
57	Spectrogram 1	1	264.410339921	264.477897878	40126.5	53015.6
58	Spectrogram 1	1	265.735458448	265.745455814	41099.2	52042.8
59	Spectrogram 1	1	266.555440059	266.568769880	59338.5	69795.7
60	Spectrogram 1	1	266.580887899	266.643598649	38667.3	50340.5
61	Spectrogram 1	1	266.799921096	266.814462719	56420.2	66877.4
62	Spectrogram 1	1	267.175737741	267.203306235	49367.7	56906.6
63	Spectrogram 1	1	268.119362610	268.139357342	57636.2	64931.9
64	Spectrogram 1	1	270.973946318	271.016965287	60554.5	73686.8
65	Spectrogram 1	1	271.315753479	271.354228190	31858.0	44260.7
66	Spectrogram 1	1	271.580611218	271.602423653	49367.7	60311.3
67	Spectrogram 1	1	272.435089693	272.471443751	56177.0	69552.5
68	Spectrogram 1	1	274.391148703	274.424473256	66391.1	86575.9
69	Spectrogram 1	1	295.338474830	295.350895800	44990.3	55933.9
70	Spectrogram 1	1	296.880624512	296.921825778	41828.8	49610.9
71	Spectrogram 1	1	297.568783091	297.584839467	62256.8	70525.3
72	Spectrogram 1	1	298.479649756	298.511762506	37451.4	45476.7
73	Spectrogram 1	1	299.610577046	299.627845224	21644.0	28210.1
