Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.077226484	0.134801586	64445.5	81468.9
2	Spectrogram 1	1	4.956629551	4.972488561	68093.4	77577.8
3	Spectrogram 1	1	5.067642621	5.102463492	61527.2	74902.7
4	Spectrogram 1	1	5.100394925	5.110737758	75875.5	96060.3
5	Spectrogram 1	1	4.820104217	4.858372698	83414.4	98735.4
6	Spectrogram 1	1	6.753179358	6.773175501	60311.3	75632.3
7	Spectrogram 1	1	6.766625040	6.794205927	84630.4	99221.8
8	Spectrogram 1	1	8.280815573	8.301156477	61040.9	75389.1
9	Spectrogram 1	1	11.552597851	11.564664489	58608.9	67607.0
10	Spectrogram 1	1	11.556734984	11.605346298	70525.3	87548.6
11	Spectrogram 1	1	11.665334728	11.702913686	50340.5	69309.3
12	Spectrogram 1	1	11.958726415	11.971827337	55447.5	68093.4
13	Spectrogram 1	1	11.971137814	11.985273019	75875.5	89494.2
14	Spectrogram 1	1	13.312258222	13.365696191	76605.1	93385.2
15	Spectrogram 1	1	13.459126446	13.496705405	56663.4	66877.4
16	Spectrogram 1	1	15.890381362	15.916583204	86332.7	98978.6
17	Spectrogram 1	1	15.163625042	15.200859240	90466.9	99951.4
18	Spectrogram 1	1	15.988983033	16.011047743	66877.4	79523.3
19	Spectrogram 1	1	17.358029089	17.383196648	60311.3	71741.2
20	Spectrogram 1	1	17.498346852	17.530409634	59824.9	75632.3
21	Spectrogram 1	1	17.235294199	17.249429404	65418.3	75875.5
22	Spectrogram 1	1	18.313017192	18.347838062	66391.1	79280.2
23	Spectrogram 1	1	18.709492200	18.739486415	85116.7	96546.7
24	Spectrogram 1	1	18.820505271	18.851189008	56663.4	72227.6
25	Spectrogram 1	1	18.850154725	18.879459418	70038.9	92898.8
26	Spectrogram 1	1	19.518646362	19.537608222	91196.5	99221.8
27	Spectrogram 1	1	19.534505372	19.574842420	64445.5	79037.0
28	Spectrogram 1	1	19.745499159	19.777217180	60311.3	72957.2
29	Spectrogram 1	1	19.873405524	19.907536872	61040.9	75632.3
30	Spectrogram 1	1	22.167790042	22.272597413	63716.0	92898.8
31	Spectrogram 1	1	22.457734118	22.487038811	51799.6	63229.6
32	Spectrogram 1	1	22.600809971	22.616668981	53988.3	67607.0
33	Spectrogram 1	1	22.615634698	22.626667053	79523.3	92169.3
34	Spectrogram 1	1	23.730591888	23.764033714	69795.7	81468.9
35	Spectrogram 1	1	25.438193147	25.482667328	57393.0	70282.1
36	Spectrogram 1	1	25.412336066	25.444398847	77821.0	91682.9
37	Spectrogram 1	1	25.685042030	25.727102883	52529.2	68823.0
38	Spectrogram 1	1	25.727792405	25.733998104	69552.5	83900.8
39	Spectrogram 1	1	27.156482187	27.188200207	91196.5	101896.9
40	Spectrogram 1	1	27.422637749	27.447460547	60554.5	70768.5
41	Spectrogram 1	1	27.437807237	27.453321486	78307.4	95817.1
42	Spectrogram 1	1	27.793945384	27.827387210	71984.4	93142.0
43	Spectrogram 1	1	27.821871033	27.834627193	63716.0	71498.1
44	Spectrogram 1	1	27.941158311	27.974255376	68579.8	87791.8
45	Spectrogram 1	1	27.936331656	27.950811622	52529.2	65418.3
46	Spectrogram 1	1	27.969428721	27.983219164	58608.9	69552.5
47	Spectrogram 1	1	28.816506603	28.857188411	57393.0	69066.1
48	Spectrogram 1	1	28.839950357	28.853051278	75632.3	87791.8
49	Spectrogram 1	1	28.999919502	29.036464178	76118.7	90466.9
50	Spectrogram 1	1	29.024742301	29.055426038	59581.7	71011.7
51	Spectrogram 1	1	29.439145073	29.463967871	58852.1	70768.5
52	Spectrogram 1	1	29.458106933	29.470863093	74416.3	88035.0
53	Spectrogram 1	1	29.564982871	29.591529475	53988.3	68093.4
54	Spectrogram 1	1	29.592218997	29.603251352	65418.3	85359.9
55	Spectrogram 1	1	30.245541146	30.286222955	59095.3	71254.9
56	Spectrogram 1	1	30.965057424	30.977124063	56906.6	67363.8
57	Spectrogram 1	1	30.976089779	30.996430684	81955.3	91439.7
58	Spectrogram 1	1	33.227724167	33.241514611	66147.9	75632.3
59	Spectrogram 1	1	34.258559710	34.280624419	79523.3	96303.5
60	Spectrogram 1	1	34.362677559	34.384052746	50583.7	67120.6
61	Spectrogram 1	1	34.377847047	34.403704128	63959.1	85116.7
62	Spectrogram 1	1	34.501616278	34.530231448	53258.8	69552.5
63	Spectrogram 1	1	34.996692900	35.034961381	54474.7	68823.0
64	Spectrogram 1	1	35.324560697	35.347659690	54231.5	70038.9
65	Spectrogram 1	1	35.631398009	35.648636063	56663.4	67363.8
66	Spectrogram 1	1	36.353672376	36.387803724	53258.8	68336.6
67	Spectrogram 1	1	36.930112673	36.964588782	54717.9	69552.5
68	Spectrogram 1	1	38.918694163	38.960755016	88035.0	103599.2
69	Spectrogram 1	1	39.035912934	39.057977643	60311.3	70768.5
70	Spectrogram 1	1	39.049703377	39.068665237	72714.0	90223.7
71	Spectrogram 1	1	39.937118306	39.957114450	52286.0	63229.6
72	Spectrogram 1	1	40.622848056	40.657668926	63229.6	80496.1
73	Spectrogram 1	1	41.553013174	41.581628344	73686.8	84630.4
74	Spectrogram 1	1	41.823650571	41.856058114	70525.3	83900.8
75	Spectrogram 1	1	41.680229958	41.695054685	70282.1	78793.8
76	Spectrogram 1	1	42.414915782	42.442841431	84873.5	102626.5
77	Spectrogram 1	1	42.154276398	42.176341108	72470.8	84630.4
78	Spectrogram 1	1	45.058198337	45.071299258	60797.7	76361.9
79	Spectrogram 1	1	46.056626279	46.074898617	55447.5	63472.8
80	Spectrogram 1	1	47.585296404	47.620806796	67607.0	79766.5
81	Spectrogram 1	1	49.609388286	49.640416784	75875.5	86575.9
82	Spectrogram 1	1	49.717298507	49.737294650	64688.7	77821.0
83	Spectrogram 1	1	49.735915606	49.753498422	41099.2	48151.8
84	Spectrogram 1	1	50.216512507	50.260641927	76361.9	88278.2
85	Spectrogram 1	1	50.092398515	50.122737491	50583.7	64445.5
86	Spectrogram 1	1	50.366828342	50.400614929	75632.3	91682.9
87	Spectrogram 1	1	50.733309323	50.752271183	85359.9	99465.0
88	Spectrogram 1	1	52.520205819	52.540201963	61527.2	78307.4
89	Spectrogram 1	1	52.534341024	52.565024761	80982.5	100680.9
90	Spectrogram 1	1	52.559163823	52.572609505	63959.1	75632.3
91	Spectrogram 1	1	53.765827463	53.780652190	60068.1	72957.2
92	Spectrogram 1	1	53.977166011	54.013365926	57636.2	75389.1
93	Spectrogram 1	1	53.545525126	53.557247004	49124.5	55447.5
94	Spectrogram 1	1	54.228841549	54.247113886	59095.3	69309.3
95	Spectrogram 1	1	54.343646992	54.374675490	54961.1	71498.1
96	Spectrogram 1	1	55.086262263	55.120738372	58365.8	76848.2
97	Spectrogram 1	1	55.103500318	55.112464106	82198.4	100924.1
98	Spectrogram 1	1	55.831635623	55.868525060	56906.6	72714.0
99	Spectrogram 1	1	55.706832109	55.720277791	81712.1	96789.9
100	Spectrogram 1	1	55.698557842	55.710624481	64202.3	70282.1
101	Spectrogram 1	1	56.585628069	56.609761345	57393.0	74173.2
102	Spectrogram 1	1	56.604589929	56.622517505	78550.6	96060.3
103	Spectrogram 1	1	59.196848215	59.241322396	52286.0	70525.3
104	Spectrogram 1	1	62.800635365	62.817873419	61527.2	71741.2
105	Spectrogram 1	1	62.814081047	62.832353385	89007.8	100437.7
106	Spectrogram 1	1	62.925094118	62.959914989	58852.1	77334.6
107	Spectrogram 1	1	63.034038623	63.052655722	58852.1	69066.1
108	Spectrogram 1	1	63.467748016	63.496707947	59095.3	74173.2
109	Spectrogram 1	1	63.618063851	63.646334260	65175.1	77577.8
