Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.120681767	0.150008734	57291.7	76264.9
2	Spectrogram 1	1	0.328046782	0.361266709	56919.6	74032.7
3	Spectrogram 1	1	0.672184379	0.689832465	62128.0	70684.5
4	Spectrogram 1	1	0.980247299	1.009055204	55803.6	69940.5
5	Spectrogram 1	1	1.274555048	1.297134218	60267.9	71428.6
6	Spectrogram 1	1	1.374212781	1.455964946	30506.0	43526.8
7	Spectrogram 1	1	1.738331290	1.765841542	36086.3	46131.0
8	Spectrogram 1	1	2.149423917	2.194322725	58779.8	76264.9
9	Spectrogram 1	1	2.365870665	2.394419040	52083.3	62128.0
10	Spectrogram 1	1	2.514841092	2.564151921	52455.4	79613.1
11	Spectrogram 1	1	2.640453942	2.663033111	50967.3	62500.0
12	Spectrogram 1	1	2.821344453	2.836397233	51711.3	65476.2
13	Spectrogram 1	1	2.828611312	2.838213947	66964.3	83705.4
14	Spectrogram 1	1	2.808367919	2.824458821	31994.0	42038.7
15	Spectrogram 1	1	3.058814983	3.080615561	52827.4	63244.0
16	Spectrogram 1	1	3.074646355	3.092813503	63616.1	88541.7
17	Spectrogram 1	1	3.263844222	3.282530431	70684.5	86681.5
18	Spectrogram 1	1	3.258394078	3.270072959	60267.9	68080.4
19	Spectrogram 1	1	3.386598781	3.422154484	31250.0	43154.8
20	Spectrogram 1	1	3.714901993	3.754350656	33854.2	44270.8
21	Spectrogram 1	1	5.668888923	5.715085384	36830.4	47619.0
22	Spectrogram 1	1	6.344181507	6.369355983	37574.4	50223.2
23	Spectrogram 1	1	6.634999731	6.661471860	62500.0	79985.1
24	Spectrogram 1	1	6.646938142	6.665624351	81473.2	100446.4
25	Spectrogram 1	1	6.549873667	6.559216772	27529.8	41666.7
26	Spectrogram 1	1	6.850831102	6.860174207	56547.6	67336.3
27	Spectrogram 1	1	7.077141857	7.103094925	54315.5	72172.6
28	Spectrogram 1	1	7.399103809	7.417530488	52083.3	65104.2
29	Spectrogram 1	1	7.420385325	7.440628718	56547.6	72544.6
30	Spectrogram 1	1	7.431545145	7.445040740	77008.9	95238.1
32	Spectrogram 1	1	7.627599904	7.698711311	51339.3	71056.5
