Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	5.277443805	5.315333986	51451.2	61345.6
2	Spectrogram 1	1	5.153439576	5.178804077	51781.0	64314.0
4	Spectrogram 1	1	10.584147457	10.629866187	49802.1	64314.0
5	Spectrogram 1	1	10.655856973	10.673079782	48482.8	77836.4
6	Spectrogram 1	1	11.267423177	11.286211697	50791.6	64314.0
7	Spectrogram 1	1	11.364497195	11.383598856	52110.8	66952.5
8	Spectrogram 1	1	11.915451654	11.953654978	34630.6	45184.7
9	Spectrogram 1	1	13.002417455	13.059722439	53430.1	64973.6
10	Spectrogram 1	1	13.266082959	13.284245195	48482.8	58377.3
11	Spectrogram 1	1	15.595959102	15.611929344	59366.8	68601.6
12	Spectrogram 1	1	15.614434480	15.621323603	53100.3	65633.2
13	Spectrogram 1	1	15.951062068	15.971103156	54419.5	65963.1
14	Spectrogram 1	1	15.803259048	15.817976722	51451.2	59366.8
15	Spectrogram 1	1	16.459291468	16.474322284	51121.4	62335.1
16	Spectrogram 1	1	16.471817148	16.515343885	33311.3	41886.5
17	Spectrogram 1	1	17.411556107	17.456648554	49142.5	60686.0
18	Spectrogram 1	1	18.886454731	18.921526634	51781.0	61675.5
19	Spectrogram 1	1	18.925597480	18.941254580	51121.4	62664.9
20	Spectrogram 1	1	19.021418877	19.044278242	50131.9	60356.2
21	Spectrogram 1	1	19.328611171	19.356167666	31662.3	40897.1
22	Spectrogram 1	1	19.525264289	19.561275618	54749.3	65303.4
23	Spectrogram 1	1	20.254885025	20.281502094	47163.6	61015.8
24	Spectrogram 1	1	21.583859480	21.645235311	49142.5	69920.8
25	Spectrogram 1	1	21.826857613	21.877899758	31662.3	41886.5
26	Spectrogram 1	1	21.819029063	21.829675891	48482.8	57058.0
27	Spectrogram 1	1	22.508254535	22.520153930	58377.3	78496.0
28	Spectrogram 1	1	22.511699097	22.544892148	36939.3	50461.7
29	Spectrogram 1	1	22.530174474	22.559609821	49802.1	81134.6
30	Spectrogram 1	1	22.709917925	22.747808106	47823.2	61015.8
31	Spectrogram 1	1	23.345596116	23.379728593	31002.6	44525.1
32	Spectrogram 1	1	23.627110714	23.652788357	49802.1	60686.0
33	Spectrogram 1	1	23.936494949	23.972819420	54419.5	68601.6
34	Spectrogram 1	1	26.403427245	26.434428302	30672.8	45184.7
35	Spectrogram 1	1	26.498309268	26.516784646	35949.9	45184.7
36	Spectrogram 1	1	25.773385610	25.796558117	52110.8	66622.7
37	Spectrogram 1	1	25.882672165	25.921188630	47823.2	62994.7
