Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.016864695	0.028012544	49071.6	59350.1
2	Spectrogram 1	1	0.354730280	0.368736552	54376.7	64986.7
3	Spectrogram 1	1	8.033443548	8.052880823	50066.3	62665.8
4	Spectrogram 1	1	9.944019712	9.968602149	38130.0	48076.9
5	Spectrogram 1	1	15.969173834	16.005189962	34482.8	41777.2
6	Spectrogram 1	1	16.400902328	16.413193546	51724.1	60344.8
7	Spectrogram 1	1	16.422626342	16.447494621	36472.1	43103.4
8	Spectrogram 1	1	16.552112899	16.576695335	36803.7	44761.3
9	Spectrogram 1	1	16.683314509	16.745056443	36803.7	46419.1
10	Spectrogram 1	1	16.961215051	16.974649638	40782.5	46750.7
11	Spectrogram 1	1	24.256069890	24.297517021	54708.2	67970.8
12	Spectrogram 1	1	24.930915768	24.985797488	50066.3	64655.2
13	Spectrogram 1	1	25.530058241	25.555498205	50397.9	60344.8
14	Spectrogram 1	1	29.669790319	29.713238347	51392.6	60676.4
15	Spectrogram 1	1	30.782367380	30.801804656	33488.1	51724.1
16	Spectrogram 1	1	32.013193546	32.056069890	51392.6	62002.7
17	Spectrogram 1	1	32.267021499	32.310183684	49071.6	62997.3
18	Spectrogram 1	1	33.767217739	33.793801072	55702.9	67970.8
19	Spectrogram 1	1	35.294372756	35.324386197	52055.7	65981.4
20	Spectrogram 1	1	37.199803760	37.236105730	45092.8	61671.1
21	Spectrogram 1	1	37.379312717	37.415043003	53050.4	67307.7
22	Spectrogram 1	1	38.446065409	38.495516125	47082.2	66644.6
23	Spectrogram 1	1	38.844922040	38.889513437	46750.7	62002.7
24	Spectrogram 1	1	42.895471324	42.929200714	51061.0	66313.0
25	Spectrogram 1	1	44.264359316	44.303233867	35809.0	46087.5
26	Spectrogram 1	1	45.458642470	45.486083330	34814.3	43766.6
27	Spectrogram 1	1	46.008379028	46.025529566	47082.2	58687.0
28	Spectrogram 1	1	49.585797488	49.601232971	55039.8	64323.6
30	Spectrogram 1	1	49.663546590	49.679553758	51061.0	68965.5
31	Spectrogram 1	1	50.097758063	50.127199818	34814.3	41114.1
32	Spectrogram 1	1	50.383886194	50.413042107	45424.4	56034.5
33	Spectrogram 1	1	50.510094082	50.533818992	48408.5	58687.0
34	Spectrogram 1	1	51.482939065	51.502662183	51061.0	58023.9
35	Spectrogram 1	1	52.006949817	52.043537630	48740.1	61671.1
36	Spectrogram 1	1	53.291800176	53.338678311	49403.2	61008.0
37	Spectrogram 1	1	54.716337811	54.768932793	32824.9	47082.2
38	Spectrogram 1	1	55.120911288	55.154640678	44098.1	60676.4
39	Spectrogram 1	1	57.501188170	57.519482077	38461.5	47082.2
40	Spectrogram 1	1	59.009477597	59.025484765	47413.8	58023.9
41	Spectrogram 1	1	61.160071682	61.184082434	44761.3	54045.1
42	Spectrogram 1	1	61.989227595	62.023528670	54045.1	62997.3
43	Spectrogram 1	1	62.723769711	62.753211467	59681.7	73939.0
44	Spectrogram 1	1	67.492612902	67.545207883	55039.8	65981.4
45	Spectrogram 1	1	67.779884402	67.800179204	55702.9	66644.6
46	Spectrogram 1	1	70.833488349	70.852639782	58687.0	68634.0
47	Spectrogram 1	1	71.395516125	71.418383509	59018.6	69628.6
48	Spectrogram 1	1	71.368646950	71.380652326	59681.7	67639.3
49	Spectrogram 1	1	74.395757167	74.433488349	53050.4	66313.0
50	Spectrogram 1	1	84.397231179	84.440107522	45092.8	56034.5
51	Spectrogram 1	1	92.363215947	92.403519710	56034.5	67307.7
52	Spectrogram 1	1	106.605475805	106.626913976	25198.9	48408.5
53	Spectrogram 1	1	131.071746414	131.118910392	44429.7	53713.5
54	Spectrogram 1	1	225.024689138	225.043840571	52718.8	65649.9
55	Spectrogram 1	1	271.045118256	271.068271481	30504.0	45424.4
56	Spectrogram 1	1	277.904242763	277.945118210	18236.1	26525.2
57	Spectrogram 1	1	284.686610213	284.721768815	58355.4	71286.5
