Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	8.252169542	8.264602470	23058.3	30643.2
2	Spectrogram 1	1	11.582594500	11.614530061	59769.4	73725.7
3	Spectrogram 1	1	26.225695134	26.237396713	32463.6	42475.7
4	Spectrogram 1	1	26.649487930	26.664358687	44296.1	59162.6
5	Spectrogram 1	1	26.658020331	26.663383555	67657.8	78580.1
6	Spectrogram 1	1	31.311310769	31.337883106	63106.8	77366.5
7	Spectrogram 1	1	31.332032316	31.340808501	93143.2	101031.6
8	Spectrogram 1	1	31.880935924	31.895075333	81310.7	94053.4
9	Spectrogram 1	1	31.900438557	31.906289346	83737.9	93750.0
10	Spectrogram 1	1	31.876791615	31.884836451	63106.8	71905.3
11	Spectrogram 1	1	36.418283718	36.444124706	59769.4	73725.7
12	Spectrogram 1	1	42.496344460	42.511946566	39441.7	48847.1
13	Spectrogram 1	1	46.679815014	46.702730607	57645.6	69781.6
14	Spectrogram 1	1	49.094733532	49.113504815	72815.5	79186.9
15	Spectrogram 1	1	49.371428391	49.380204576	23665.0	34587.4
16	Spectrogram 1	1	49.511603561	49.527449450	33373.8	42779.1
17	Spectrogram 1	1	56.239687604	56.279911784	70691.7	83737.9
18	Spectrogram 1	1	92.696148326	92.708337471	82220.9	90109.2
19	Spectrogram 1	1	126.173575830	126.188446587	58252.4	73118.9
20	Spectrogram 1	1	126.185277409	126.195516291	85861.7	92536.4
21	Spectrogram 1	1	126.633352099	126.642859632	63410.2	70691.7
22	Spectrogram 1	1	128.384641589	128.393905339	53094.7	63410.2
23	Spectrogram 1	1	128.394149122	128.405606919	57342.2	68568.0
24	Spectrogram 1	1	128.522135147	128.538224819	59466.0	71298.5
25	Spectrogram 1	1	128.531155114	128.537981036	83737.9	92233.0
26	Spectrogram 1	1	130.716577238	130.733154475	34587.4	49757.3
27	Spectrogram 1	1	154.391418589	154.434080598	61589.8	79186.9
28	Spectrogram 1	1	172.398978167	172.414092707	74029.1	83737.9
29	Spectrogram 1	1	174.100487475	174.132666818	62500.0	75546.1
30	Spectrogram 1	1	201.178448985	201.195513788	34284.0	47633.5
31	Spectrogram 1	1	203.059386165	203.069868830	30036.4	38835.0
32	Spectrogram 1	1	238.630034235	238.643686077	62196.6	70691.7
33	Spectrogram 1	1	254.881716177	254.897562066	27305.8	33980.6
34	Spectrogram 1	1	270.687666262	270.738860672	58859.2	72208.7
