Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	1.502803492	1.531504677	36931.8	51136.4
2	Spectrogram 1	1	2.744818461	2.767051773	60290.4	69760.1
3	Spectrogram 1	1	4.127992511	4.149013097	62500.0	75126.3
4	Spectrogram 1	1	4.289689328	4.307880220	62815.7	73232.3
5	Spectrogram 1	1	6.355029282	6.395857728	67550.5	79861.1
6	Spectrogram 1	1	7.841023119	7.858405526	64709.6	79229.8
7	Spectrogram 1	1	8.322879663	8.362899625	71654.0	92487.4
8	Spectrogram 1	1	12.501529891	12.524975929	57449.5	68181.8
9	Spectrogram 1	1	12.619972809	12.643418848	60921.7	69760.1
10	Spectrogram 1	1	13.641492509	13.668172484	61868.7	71969.7
11	Spectrogram 1	1	14.814602975	14.848559307	53977.3	69444.4
12	Spectrogram 1	1	15.248758958	15.288778921	58712.1	70075.8
13	Spectrogram 1	1	22.183127058	22.207381581	61553.0	71969.7
14	Spectrogram 1	1	22.316931174	22.333909340	61553.0	71022.7
15	Spectrogram 1	1	25.817263226	25.840709265	59027.8	72916.7
16	Spectrogram 1	1	25.970470960	25.989066094	38194.4	47664.1
17	Spectrogram 1	1	26.122465967	26.143082312	61237.4	71654.0
18	Spectrogram 1	1	26.273652491	26.293864593	52083.3	64393.9
19	Spectrogram 1	1	31.569223572	31.610052018	74179.3	89962.1
20	Spectrogram 1	1	40.621415510	40.655776083	36300.5	54292.9
21	Spectrogram 1	1	48.974269304	49.001353521	53030.3	67866.2
22	Spectrogram 1	1	49.346576255	49.361533211	54292.9	65656.6
23	Spectrogram 1	1	50.799826486	50.827719187	55871.2	69128.8
24	Spectrogram 1	1	56.213031971	56.233244073	54292.9	65025.3
25	Spectrogram 1	1	60.538017849	60.552570562	53030.3	62500.0
26	Spectrogram 1	1	61.333566217	61.355799529	61553.0	69760.1
27	Spectrogram 1	1	61.217144509	61.230888739	55239.9	64709.6
28	Spectrogram 1	1	62.881813328	62.896770284	66287.9	77020.2
29	Spectrogram 1	1	62.868473341	62.884238780	46717.2	53977.3
30	Spectrogram 1	1	63.186207616	63.211674865	57449.5	67550.5
31	Spectrogram 1	1	71.191412915	71.218497131	37247.5	46401.5
32	Spectrogram 1	1	71.208391080	71.231432877	59027.8	73548.0
33	Spectrogram 1	1	72.999183447	73.044862798	53977.3	69128.8
34	Spectrogram 1	1	73.738946413	73.751073675	64078.3	78914.1
35	Spectrogram 1	1	73.929344415	73.959662568	42929.3	65972.2
36	Spectrogram 1	1	73.951577727	73.966938925	71338.4	83964.6
37	Spectrogram 1	1	77.512949863	77.534778933	70075.8	79229.8
38	Spectrogram 1	1	80.369728245	80.390344589	38510.1	49873.7
39	Spectrogram 1	1	81.506456308	81.540412639	68497.5	83649.0
40	Spectrogram 1	1	83.654598639	83.696235569	49558.1	68497.5
41	Spectrogram 1	1	89.008380543	89.037485970	53346.0	70075.8
42	Spectrogram 1	1	156.293661379	156.315490449	38825.8	56502.5
43	Spectrogram 1	1	188.262739807	188.283356151	65340.9	77967.2
44	Spectrogram 1	1	191.107391206	191.155091767	36931.8	49242.4
45	Spectrogram 1	1	191.092434251	191.104965754	64393.9	73863.6
46	Spectrogram 1	1	193.231279046	193.253108116	62184.3	72601.0
47	Spectrogram 1	1	193.240172371	193.272915976	83649.0	99747.5
48	Spectrogram 1	1	193.396209799	193.432995825	57765.2	74494.9
49	Spectrogram 1	1	193.568012666	193.592267189	62815.7	76704.5
50	Spectrogram 1	1	193.583373864	193.591862947	90593.4	97537.9
51	Spectrogram 1	1	193.694944667	193.735773114	60606.1	74494.9
52	Spectrogram 1	1	195.790131322	195.807917972	59343.4	75757.6
53	Spectrogram 1	1	195.799833131	195.826917348	83333.3	94065.7
54	Spectrogram 1	1	197.508968575	197.527967951	82386.4	93434.3
55	Spectrogram 1	1	197.637113302	197.663793276	55239.9	69760.1
56	Spectrogram 1	1	197.985569972	198.015079641	62184.3	71969.7
57	Spectrogram 1	1	198.304112701	198.316644204	51452.0	61868.7
58	Spectrogram 1	1	202.951279486	203.012724276	29356.1	41666.7
59	Spectrogram 1	1	203.408881508	203.436369966	58396.5	64709.6
60	Spectrogram 1	1	204.862940223	204.894875344	59343.4	70391.4
61	Spectrogram 1	1	205.479409367	205.493153596	77967.2	90909.1
62	Spectrogram 1	1	205.478196641	205.488706934	57449.5	67866.2
63	Spectrogram 1	1	207.040592223	207.063634020	45770.2	63447.0
64	Spectrogram 1	1	207.872118164	207.899202381	59027.8	65340.9
65	Spectrogram 1	1	208.809959762	208.835022768	51767.7	61237.4
66	Spectrogram 1	1	209.035931063	209.056951649	70075.8	81439.4
67	Spectrogram 1	1	211.469872548	211.501403427	57765.2	69128.8
68	Spectrogram 1	1	211.648547530	211.688163250	54924.2	69760.1
69	Spectrogram 1	1	213.554548879	213.574760981	59659.1	68497.5
70	Spectrogram 1	1	213.681076638	213.702097224	52083.3	61553.0
71	Spectrogram 1	1	213.839539518	213.857730410	50505.1	59974.7
72	Spectrogram 1	1	213.849645569	213.880367964	65025.3	81439.4
73	Spectrogram 1	1	217.393231520	217.410613927	56502.5	67234.8
74	Spectrogram 1	1	217.411422411	217.464782361	32828.3	47979.8
75	Spectrogram 1	1	217.774431795	217.809196611	61553.0	68813.1
76	Spectrogram 1	1	219.015859166	219.050623982	59659.1	77967.2
77	Spectrogram 1	1	219.173917835	219.189683275	64078.3	75441.9
78	Spectrogram 1	1	222.127310344	222.145501236	60606.1	69444.4
79	Spectrogram 1	1	223.816637958	223.842509449	62184.3	79861.1
80	Spectrogram 1	1	224.464233739	224.498998555	51136.4	63447.0
81	Spectrogram 1	1	225.013598704	225.071405316	52083.3	74810.6
82	Spectrogram 1	1	225.313142057	225.365289280	30934.3	38510.1
83	Spectrogram 1	1	226.055330506	226.092116532	58712.1	70707.1
84	Spectrogram 1	1	226.379936866	226.394489579	57133.8	67234.8
85	Spectrogram 1	1	229.034190294	229.058849059	54924.2	64393.9
86	Spectrogram 1	1	229.624383706	229.696338789	52083.3	65025.3
87	Spectrogram 1	1	229.953436727	229.984967607	46401.5	57449.5
88	Spectrogram 1	1	239.691223848	239.708606256	57449.5	66603.5
89	Spectrogram 1	1	239.843218855	239.871920040	54608.6	69444.4
90	Spectrogram 1	1	239.989554505	240.013000544	52399.0	60606.1
91	Spectrogram 1	1	246.962730120	246.989814337	60921.7	75126.3
92	Spectrogram 1	1	250.897218155	250.934408423	71969.7	89015.2
93	Spectrogram 1	1	255.640998634	255.669699819	89646.5	101010.1
94	Spectrogram 1	1	255.640594392	255.658785283	60921.7	76388.9
95	Spectrogram 1	1	257.319411682	257.338411058	63131.3	73232.3
