Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	6.582958465	6.623494684	49657.5	71575.3
2	Spectrogram 1	1	6.844967362	6.861074469	58561.6	70205.5
3	Spectrogram 1	1	7.390998201	7.415964217	51712.3	69520.5
4	Spectrogram 1	1	7.170874701	7.189397874	58904.1	71232.9
5	Spectrogram 1	1	8.261862618	8.277969725	54452.1	72260.3
6	Spectrogram 1	1	9.738078611	9.763044627	60616.4	69178.1
7	Spectrogram 1	1	10.180218655	10.217265001	51712.3	71917.8
8	Spectrogram 1	1	11.010808386	11.025036331	57534.2	69520.5
9	Spectrogram 1	1	11.712004357	11.732675145	58219.2	72260.3
10	Spectrogram 1	1	12.181794890	12.202197226	56849.3	71232.9
11	Spectrogram 1	1	13.297480371	13.313587478	51712.3	62671.2
12	Spectrogram 1	1	15.241339473	15.262547164	54452.1	70890.4
13	Spectrogram 1	1	15.256372773	15.273285235	70547.9	90753.4
14	Spectrogram 1	1	16.249644095	16.277831532	55137.0	67123.3
15	Spectrogram 1	1	16.834600343	16.865740750	57534.2	75000.0
16	Spectrogram 1	1	17.947332710	17.976593955	56506.8	72602.7
17	Spectrogram 1	1	18.561281851	18.596180583	58904.1	70890.4
18	Spectrogram 1	1	20.221924365	20.249037995	49657.5	60958.9
19	Spectrogram 1	1	20.245279670	20.269708783	63013.7	79109.6
20	Spectrogram 1	1	20.108369260	20.132529921	55821.9	67465.8
21	Spectrogram 1	1	20.921778077	20.944864931	47945.2	66438.4
22	Spectrogram 1	1	21.046876609	21.080164630	51712.3	67123.3
23	Spectrogram 1	1	22.533025463	22.578662266	55137.0	67808.2
24	Spectrogram 1	1	22.784564785	22.821879583	50684.9	67465.8
25	Spectrogram 1	1	22.821342679	22.829933137	64383.6	83219.2
26	Spectrogram 1	1	24.057831419	24.075817688	54794.5	65411.0
27	Spectrogram 1	1	25.175127611	25.189624007	34246.6	52397.3
28	Spectrogram 1	1	26.338060561	26.356315283	48287.7	59589.0
29	Spectrogram 1	1	29.874375468	29.889408768	45205.5	56849.3
30	Spectrogram 1	1	29.732096023	29.751961455	63698.6	74315.1
31	Spectrogram 1	1	30.047795321	30.061486362	62328.8	80479.5
32	Spectrogram 1	1	30.509800752	30.536914383	61301.4	83561.6
33	Spectrogram 1	1	30.488861513	30.524834052	48972.6	64041.1
34	Spectrogram 1	1	31.464683615	31.488575824	44863.0	59246.6
35	Spectrogram 1	1	31.479448463	31.493676408	62328.8	82876.7
36	Spectrogram 1	1	31.572332780	31.588708339	45205.5	55821.9
37	Spectrogram 1	1	31.790315630	31.811791772	43150.7	60958.9
38	Spectrogram 1	1	31.898501654	31.932595030	45205.5	55821.9
39	Spectrogram 1	1	31.929910512	31.942259294	59931.5	76027.4
40	Spectrogram 1	1	32.137423697	32.166953393	45890.4	55821.9
41	Spectrogram 1	1	32.151651641	32.161047454	60274.0	74657.5
42	Spectrogram 1	1	32.252052609	32.274065655	44863.0	56506.8
43	Spectrogram 1	1	32.475135997	32.495806784	45205.5	59589.0
44	Spectrogram 1	1	32.973650770	33.007475695	49315.1	66780.8
45	Spectrogram 1	1	34.454162182	34.475101421	55479.5	65753.4
46	Spectrogram 1	1	35.788367371	35.817360164	48287.7	61643.8
47	Spectrogram 1	1	35.818970874	35.827292880	59931.5	82534.2
48	Spectrogram 1	1	36.100039848	36.149434976	45205.5	58561.6
49	Spectrogram 1	1	36.882576709	36.913985568	31506.8	44178.1
50	Spectrogram 1	1	37.303509017	37.318005414	58561.6	67123.3
51	Spectrogram 1	1	37.457331890	37.495720495	30479.5	43493.2
52	Spectrogram 1	1	37.825647693	37.855177390	56849.3	75342.5
53	Spectrogram 1	1	37.858130359	37.866183913	63013.7	77397.3
54	Spectrogram 1	1	37.906720132	37.951820032	54794.5	74315.1
55	Spectrogram 1	1	38.273156628	38.309934522	54452.1	68493.2
56	Spectrogram 1	1	38.822945792	38.835563026	63013.7	78082.2
57	Spectrogram 1	1	38.840126707	38.848717164	60274.0	78082.2
58	Spectrogram 1	1	39.127906829	39.148309165	50684.9	59589.0
59	Spectrogram 1	1	39.142940129	39.158510333	59931.5	76712.3
60	Spectrogram 1	1	39.399848442	39.429378138	59246.6	74657.5
61	Spectrogram 1	1	39.379714558	39.402801412	44178.1	54794.5
62	Spectrogram 1	1	40.411911535	40.461038211	49657.5	67123.3
63	Spectrogram 1	1	40.676336542	40.699691848	59246.6	78767.1
64	Spectrogram 1	1	40.794723734	40.827206400	45547.9	57876.7
65	Spectrogram 1	1	41.026397624	41.047336864	45547.9	55137.0
66	Spectrogram 1	1	41.602763516	41.635783085	48972.6	60958.9
67	Spectrogram 1	1	41.449745998	41.464242395	52739.7	61986.3
68	Spectrogram 1	1	43.914669969	43.944468117	56849.3	76369.9
69	Spectrogram 1	1	44.047285150	44.076277943	27739.7	39726.0
70	Spectrogram 1	1	44.364058211	44.388755775	39726.0	51027.4
71	Spectrogram 1	1	44.674656881	44.702038963	42465.8	58561.6
72	Spectrogram 1	1	44.714387745	44.727810334	55821.9	77739.7
73	Spectrogram 1	1	44.983913291	45.033576872	52397.3	72945.2
74	Spectrogram 1	1	45.155453982	45.193842587	36986.3	54452.1
75	Spectrogram 1	1	45.189010455	45.205117562	53424.7	68835.6
76	Spectrogram 1	1	45.723229416	45.760007311	53424.7	68150.7
77	Spectrogram 1	1	46.045908416	46.099598773	55479.5	78082.2
