Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.072320640	0.093379523	54717.9	64688.7
2	Spectrogram 1	1	1.006669693	1.043522739	45233.5	62256.8
3	Spectrogram 1	1	1.177634577	1.220860707	44260.7	60068.1
6	Spectrogram 1	1	1.983690660	2.021929159	53745.1	69552.5
7	Spectrogram 1	1	3.401841433	3.438971570	46692.6	58122.6
8	Spectrogram 1	1	3.596081878	3.632657834	59581.7	76118.7
9	Spectrogram 1	1	3.778407476	3.832440138	47665.4	59824.9
10	Spectrogram 1	1	4.866264733	4.904503232	52529.2	62743.2
11	Spectrogram 1	1	4.888709069	4.901455236	65175.1	81225.7
12	Spectrogram 1	1	6.443464093	6.454547716	49367.7	62743.2
13	Spectrogram 1	1	6.761286935	6.844414107	47665.4	59824.9
14	Spectrogram 1	1	8.351786642	8.372568435	34533.1	44990.3
15	Spectrogram 1	1	8.569025456	8.618624668	50583.7	65661.5
16	Spectrogram 1	1	10.768570002	10.810133588	48638.1	62500.0
17	Spectrogram 1	1	11.922097921	11.935952450	34533.1	42072.0
18	Spectrogram 1	1	13.521741571	13.579930591	54717.9	66877.4
19	Spectrogram 1	1	13.976724247	13.990578775	49367.7	60554.5
20	Spectrogram 1	1	14.100306643	14.125244794	49124.5	57393.0
21	Spectrogram 1	1	14.432261057	14.460524295	45233.5	59095.3
22	Spectrogram 1	1	14.425887974	14.442236317	31614.8	38667.3
23	Spectrogram 1	1	18.649024748	18.680890164	58365.8	68823.0
24	Spectrogram 1	1	20.669846023	20.690627816	53988.3	61527.2
25	Spectrogram 1	1	21.663215591	21.688430833	51070.0	61284.0
26	Spectrogram 1	1	23.211597531	23.233764777	55447.5	65661.5
27	Spectrogram 1	1	24.070855261	24.086649424	42315.2	52042.8
28	Spectrogram 1	1	26.390657266	26.422799773	51799.6	61770.4
29	Spectrogram 1	1	26.651953631	26.680771050	50583.7	62743.2
30	Spectrogram 1	1	27.387074830	27.442770035	57393.0	65904.7
31	Spectrogram 1	1	27.628974854	27.665827901	54474.7	64202.3
32	Spectrogram 1	1	29.302047553	29.335298422	47422.2	61527.2
33	Spectrogram 1	1	29.644254365	29.677782325	51799.6	58365.8
34	Spectrogram 1	1	30.791686245	30.826045476	56420.2	69309.3
35	Spectrogram 1	1	30.831310197	30.847658541	64202.3	72714.0
36	Spectrogram 1	1	31.854882637	31.899494220	56420.2	68093.4
37	Spectrogram 1	1	32.909489072	32.936089767	59095.3	68336.6
38	Spectrogram 1	1	33.175218932	33.193229820	36235.4	44260.7
39	Spectrogram 1	1	34.157227486	34.170804925	59338.5	69552.5
40	Spectrogram 1	1	34.256148821	34.271942984	33560.3	46692.6
41	Spectrogram 1	1	34.398850270	34.437642951	50340.5	61527.2
42	Spectrogram 1	1	36.621670574	36.654921443	57393.0	66391.1
43	Spectrogram 1	1	38.408627452	38.446311770	49367.7	93385.2
