Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.271305698	0.302799926	54067.5	64980.2
2	Spectrogram 1	1	1.084845573	1.137968367	60019.8	82093.3
3	Spectrogram 1	1	1.373981940	1.395989955	57291.7	74156.7
4	Spectrogram 1	1	1.873715421	1.909004134	60267.9	72916.7
5	Spectrogram 1	1	2.042190568	2.085447700	56795.6	70188.5
6	Spectrogram 1	1	2.464516810	2.502082214	59275.8	77132.9
7	Spectrogram 1	1	2.710020008	2.730510229	58531.7	73164.7
8	Spectrogram 1	1	2.633371405	2.647031552	58531.7	69196.4
9	Spectrogram 1	1	3.990658736	4.035433662	55555.6	70684.5
10	Spectrogram 1	1	4.130295794	4.162928368	52083.3	63740.1
11	Spectrogram 1	1	4.123465721	4.149647669	32490.1	40674.6
12	Spectrogram 1	1	4.720717589	4.769666450	59275.8	77381.0
13	Spectrogram 1	1	5.845402972	5.855648082	66468.3	73164.7
14	Spectrogram 1	1	7.179923361	7.221283251	81597.2	94990.1
15	Spectrogram 1	1	7.588589456	7.601870155	79613.1	90029.8
16	Spectrogram 1	1	7.581000486	7.595419530	57291.7	68700.4
17	Spectrogram 1	1	7.601870155	7.615150853	56547.6	69196.4
18	Spectrogram 1	1	8.080734228	8.157382830	53323.4	71676.6
19	Spectrogram 1	1	8.501922124	8.534934146	49851.2	60763.9
20	Spectrogram 1	1	9.320013211	9.365167586	65228.2	78373.0
21	Spectrogram 1	1	11.416466450	11.453652406	57539.7	66964.3
22	Spectrogram 1	1	11.597842847	11.633890458	51339.3	64236.1
23	Spectrogram 1	1	11.633511009	11.644515017	63740.1	81101.2
24	Spectrogram 1	1	11.919615229	11.971220229	52827.4	66964.3
25	Spectrogram 1	1	12.328660773	12.382542464	55555.6	68700.4
26	Spectrogram 1	1	12.684962971	12.702038154	58283.7	67708.3
27	Spectrogram 1	1	14.710838784	14.747645291	59523.8	76140.9
28	Spectrogram 1	1	15.368802562	15.403711827	62748.0	75396.8
29	Spectrogram 1	1	15.885990937	15.909896194	63492.1	81349.2
30	Spectrogram 1	1	16.044220973	16.059778363	65228.2	82093.3
31	Spectrogram 1	1	16.235083467	16.252538099	72916.7	83085.3
32	Spectrogram 1	1	16.424428283	16.461993687	67708.3	89533.7
33	Spectrogram 1	1	16.618326511	16.649441290	73908.7	85565.5
34	Spectrogram 1	1	16.787181106	16.806912429	62996.0	72172.6
35	Spectrogram 1	1	17.362425105	17.404164443	55059.5	66220.2
36	Spectrogram 1	1	19.184916361	19.204268236	57043.7	67460.3
37	Spectrogram 1	1	19.605345361	19.626215030	74404.8	84325.4
38	Spectrogram 1	1	19.795828522	19.836808964	62252.0	76636.9
39	Spectrogram 1	1	19.795449074	19.842121243	46875.0	57043.7
40	Spectrogram 1	1	19.996936272	20.024256566	48115.1	60515.9
41	Spectrogram 1	1	20.018185390	20.029189397	62252.0	80357.1
42	Spectrogram 1	1	20.630615345	20.642378249	51587.3	66220.2
43	Spectrogram 1	1	21.185748572	21.230902947	55059.5	76884.9
44	Spectrogram 1	1	21.314381623	21.352326476	54811.5	69196.4
45	Spectrogram 1	1	22.010290284	22.031918850	58283.7	68700.4
46	Spectrogram 1	1	22.163208041	22.184077710	52331.3	68452.4
47	Spectrogram 1	1	22.146512306	22.170797011	34722.2	40922.6
48	Spectrogram 1	1	23.241600819	23.270059458	53323.4	68700.4
49	Spectrogram 1	1	31.900237328	31.938941078	56795.6	72668.7
50	Spectrogram 1	1	32.064538541	32.101724497	54563.5	72420.6
51	Spectrogram 1	1	32.094514975	32.105898431	79861.1	92509.9
52	Spectrogram 1	1	32.239464342	32.269820224	55059.5	66964.3
53	Spectrogram 1	1	32.624983931	32.654580916	49355.2	61507.9
54	Spectrogram 1	1	32.651165880	32.664446578	66220.2	81845.2
55	Spectrogram 1	1	32.812810953	32.843546284	66220.2	76884.9
56	Spectrogram 1	1	33.010124188	33.040480071	50595.2	64236.1
57	Spectrogram 1	1	33.533383477	33.556529838	59047.0	74930.9
58	Spectrogram 1	1	33.987962815	34.035014433	53522.1	73204.4
59	Spectrogram 1	1	34.525641149	34.556755928	82527.6	94613.3
60	Spectrogram 1	1	34.518811075	34.535127362	59392.3	70096.7
61	Spectrogram 1	1	34.996536773	35.042070597	56975.1	76657.5
62	Spectrogram 1	1	35.168426986	35.207889633	56975.1	70096.7
63	Spectrogram 1	1	35.195367832	35.208269081	81837.0	91505.5
64	Spectrogram 1	1	36.080621308	36.104526565	63881.2	76312.2
65	Spectrogram 1	1	36.416433256	36.458172595	60082.9	84599.4
66	Spectrogram 1	1	36.538995160	36.559105932	52486.2	70442.0
67	Spectrogram 1	1	36.921099829	36.936277770	63881.2	74585.6
68	Spectrogram 1	1	36.943866741	36.979914351	59392.3	77002.8
69	Spectrogram 1	1	37.434493747	37.472818049	60428.2	79765.2
70	Spectrogram 1	1	38.813409615	38.832382041	58011.0	73895.0
71	Spectrogram 1	1	39.658061953	39.675137137	50414.4	62500.0
72	Spectrogram 1	1	41.835717207	41.864175847	64571.8	82527.6
73	Spectrogram 1	1	42.656843853	42.684164147	45234.8	59392.3
74	Spectrogram 1	1	42.813935573	42.845429801	49378.5	66298.3
75	Spectrogram 1	1	43.762556954	43.780011587	65953.0	75966.9
76	Spectrogram 1	1	43.772422616	43.806952432	49378.5	62500.0
77	Spectrogram 1	1	44.366259593	44.395097681	65953.0	83563.5
