Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	9.722267098	9.760542016	59824.9	73200.4
2	Spectrogram 1	1	8.946668393	8.965805852	75632.3	82928.0
3	Spectrogram 1	1	10.843830641	10.880510770	48881.3	65661.5
4	Spectrogram 1	1	11.086238452	11.138334868	56420.2	85359.9
5	Spectrogram 1	1	11.494504222	11.523742007	56663.4	68093.4
6	Spectrogram 1	1	15.727463184	15.749790219	55204.3	65175.1
7	Spectrogram 1	1	16.105427996	16.142639721	58365.8	67850.2
8	Spectrogram 1	1	16.259590833	16.285107445	56906.6	67850.2
9	Spectrogram 1	1	16.387705488	16.412690504	59095.3	67363.8
10	Spectrogram 1	1	16.538678774	16.572169327	62500.0	71741.2
11	Spectrogram 1	1	16.772581049	16.795439680	59581.7	66877.4
12	Spectrogram 1	1	16.810855966	16.882621437	33073.9	43774.3
13	Spectrogram 1	1	17.384979424	17.412622421	40612.8	48394.9
14	Spectrogram 1	1	18.161109680	18.194068637	58608.9	68093.4
15	Spectrogram 1	1	20.280051575	20.319921281	53745.1	64445.5
16	Spectrogram 1	1	21.084356423	21.130605282	58365.8	66391.1
17	Spectrogram 1	1	21.363975960	21.408630031	60797.7	69795.7
18	Spectrogram 1	1	22.049734883	22.102894491	35749.0	48151.8
19	Spectrogram 1	1	22.299053444	22.325101652	60311.3	71011.7
20	Spectrogram 1	1	22.635022147	22.663728335	53988.3	63472.8
21	Spectrogram 1	1	22.659475567	22.675423449	76361.9	80982.5
22	Spectrogram 1	1	23.910852698	23.956038365	59581.7	69795.7
23	Spectrogram 1	1	23.554151748	23.594553050	35992.2	42558.4
24	Spectrogram 1	1	24.385567978	24.404173841	61770.4	80009.7
25	Spectrogram 1	1	24.742268946	24.783201844	53988.3	66634.2
26	Spectrogram 1	1	25.137776410	25.191999210	56177.0	68823.0
27	Spectrogram 1	1	25.315329500	25.340846112	55204.3	62743.2
28	Spectrogram 1	1	25.548168583	25.589101481	55447.5	64931.9
29	Spectrogram 1	1	25.704457830	25.747517112	55447.5	69552.5
30	Spectrogram 1	1	25.857292502	25.884935498	59095.3	69552.5
31	Spectrogram 1	1	26.131064482	26.167744611	60068.1	70768.5
32	Spectrogram 1	1	26.276190211	26.327223435	32830.7	43531.1
33	Spectrogram 1	1	26.731304231	26.768515957	36721.8	46206.2
34	Spectrogram 1	1	27.825928333	27.889188266	52772.4	63229.6
35	Spectrogram 1	1	28.170934188	28.209740702	53988.3	68336.6
36	Spectrogram 1	1	28.447192176	28.513110090	53501.9	66391.1
37	Spectrogram 1	1	29.986590223	30.022738757	58365.8	72227.6
38	Spectrogram 1	1	30.773712043	30.812518557	53745.1	66877.4
39	Spectrogram 1	1	31.438686639	31.467924423	53745.1	63472.8
40	Spectrogram 1	1	31.463671655	31.486530286	71984.4	82198.4
41	Spectrogram 1	1	31.730532886	31.802298356	55447.5	70768.5
42	Spectrogram 1	1	33.687593478	33.715236474	62743.2	71984.4
43	Spectrogram 1	1	34.108085976	34.131476203	50340.5	62500.0
44	Spectrogram 1	1	34.517894455	34.552448200	55204.3	62256.8
45	Spectrogram 1	1	34.764555035	34.798045588	54474.7	63716.0
46	Spectrogram 1	1	35.115408393	35.162188848	32830.7	39396.9
47	Spectrogram 1	1	36.385391243	36.423134565	32101.2	37694.6
