Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	3.688207495	3.715767491	68832.6	80396.5
2	Spectrogram 1	1	5.933856051	5.963156678	62775.3	74339.2
3	Spectrogram 1	1	13.054249676	13.075137252	70484.6	77643.2
4	Spectrogram 1	1	13.081229462	13.118362930	71310.6	89207.0
5	Spectrogram 1	1	13.878445891	13.896722520	66079.3	77643.2
6	Spectrogram 1	1	25.490136320	25.505511897	64702.6	83700.4
7	Spectrogram 1	1	57.329857015	57.347263328	82323.8	89482.4
8	Spectrogram 1	1	57.322024174	57.331017435	70209.3	80121.1
9	Spectrogram 1	1	60.194009695	60.222149901	88656.4	100220.3
10	Spectrogram 1	1	65.476211269	65.495938424	52312.8	62775.3
11	Spectrogram 1	1	66.773929768	66.804390816	73788.5	86178.4
12	Spectrogram 1	1	74.339872628	74.384838937	62775.3	93061.7
13	Spectrogram 1	1	83.003863444	83.071167855	61949.3	89207.0
14	Spectrogram 1	1	83.650217777	83.666753775	69933.9	77918.5
15	Spectrogram 1	1	84.749716417	84.780757675	63050.7	80121.1
16	Spectrogram 1	1	86.113210758	86.197631377	59196.0	84526.4
17	Spectrogram 1	1	86.427394663	86.444800976	58094.7	66079.3
18	Spectrogram 1	1	89.218496647	89.249537906	63326.0	79570.5
19	Spectrogram 1	1	89.255630115	89.271876008	85352.4	104350.2
20	Spectrogram 1	1	90.268967504	90.319155707	63326.0	77918.5
21	Spectrogram 1	1	90.431136322	90.461887476	62775.3	77367.8
22	Spectrogram 1	1	94.041205198	94.071956351	66079.3	84251.1
23	Spectrogram 1	1	95.573830882	95.594718458	58094.7	70209.3
24	Spectrogram 1	1	103.167970923	103.229473229	69658.6	82599.1
25	Spectrogram 1	1	103.312153217	103.332170478	57544.1	65528.6
26	Spectrogram 1	1	103.426744726	103.460977142	35793.0	45704.8
27	Spectrogram 1	1	103.646934589	103.686098793	35517.6	44878.9
28	Spectrogram 1	1	104.216120933	104.255285138	35793.0	46530.8
29	Spectrogram 1	1	115.772170773	115.785515613	56993.4	64152.0
30	Spectrogram 1	1	120.484349283	120.536568223	47632.2	69107.9
31	Spectrogram 1	1	130.435536924	130.458745342	53138.8	69933.9
32	Spectrogram 1	1	130.343283464	130.352276726	56718.1	64152.0
33	Spectrogram 1	1	130.632518320	130.672552841	58370.0	72411.9
34	Spectrogram 1	1	130.671972630	130.683576839	27808.4	35242.3
35	Spectrogram 1	1	131.729115907	131.753194640	34416.3	44878.9
36	Spectrogram 1	1	132.376920816	132.403610496	31387.7	41574.9
37	Spectrogram 1	1	133.045033041	133.083907140	54515.4	72687.2
38	Spectrogram 1	1	133.201399706	133.236212332	55892.1	67731.3
39	Spectrogram 1	1	135.921425597	136.003525375	62500.0	79845.8
40	Spectrogram 1	1	140.030765508	140.085885500	48733.5	62775.3
41	Spectrogram 1	1	149.661676407	149.691557244	51486.8	70209.3
42	Spectrogram 1	1	149.782940389	149.817753015	61123.3	71861.2
43	Spectrogram 1	1	152.581004379	152.603922691	70759.9	82599.1
44	Spectrogram 1	1	152.686892784	152.700817835	68832.6	75991.2
45	Spectrogram 1	1	152.708070465	152.723155937	45704.8	50660.8
46	Spectrogram 1	1	161.497096111	161.522915476	83975.8	94163.0
47	Spectrogram 1	1	162.706544472	162.812142772	77918.5	103524.2
48	Spectrogram 1	1	174.598245532	174.629286790	65804.0	79570.5
49	Spectrogram 1	1	178.197580514	178.221079037	64978.0	76817.2
50	Spectrogram 1	1	194.732995723	194.786084979	82874.4	95539.6
51	Spectrogram 1	1	205.446870205	205.476460938	46806.2	55892.1
52	Spectrogram 1	1	210.711699063	210.743030427	74339.2	83700.4
53	Spectrogram 1	1	223.525935097	223.538699727	40198.2	56167.4
54	Spectrogram 1	1	226.274971776	226.300210930	62224.7	85077.1
55	Spectrogram 1	1	226.302531772	226.317617243	54515.4	77643.2
56	Spectrogram 1	1	226.297890088	226.307173455	42951.5	47356.8
57	Spectrogram 1	1	226.514598688	226.529684160	67455.9	74889.9
58	Spectrogram 1	1	230.604501501	230.671225701	66630.0	79845.8
59	Spectrogram 1	1	230.651788652	230.670645491	40748.9	49284.1
60	Spectrogram 1	1	255.792883998	255.803617891	66079.3	75165.2
