Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	54.362345379	54.382295900	52419.4	63895.8
2	Spectrogram 1	1	56.816655132	56.857110355	55210.9	71029.8
3	Spectrogram 1	1	61.319520064	61.357481472	57382.1	77233.3
4	Spectrogram 1	1	80.594705485	80.603295293	58622.8	77543.4
5	Spectrogram 1	1	80.955482450	80.971553703	57382.1	65756.8
6	Spectrogram 1	1	87.622538321	87.638609574	59243.2	70409.4
7	Spectrogram 1	1	91.355818902	91.389901043	47456.6	63585.6
8	Spectrogram 1	1	92.623151912	92.655017328	47456.6	56141.4
9	Spectrogram 1	1	95.539376559	95.565145982	55210.9	69168.7
10	Spectrogram 1	1	101.661667501	101.684111838	29466.5	59553.3
11	Spectrogram 1	1	101.770841187	101.798273154	25124.1	50248.1
12	Spectrogram 1	1	103.275368636	103.309450777	38151.4	53970.2
13	Spectrogram 1	1	108.558253360	108.572384979	40012.4	62965.3
14	Spectrogram 1	1	109.285620987	109.314715498	56761.8	71029.8
15	Spectrogram 1	1	114.238396770	114.247817850	36910.7	44975.2
16	Spectrogram 1	1	115.226323605	115.258189021	39392.1	50248.1
17	Spectrogram 1	1	119.389747605	119.404156315	21712.2	45285.4
18	Spectrogram 1	1	119.724106880	119.742394858	32568.2	45595.5
19	Spectrogram 1	1	137.739901043	137.773429002	49317.6	66687.3
20	Spectrogram 1	1	140.274012880	140.292300858	21712.2	36600.5
21	Spectrogram 1	1	149.182572991	149.210004958	64206.0	78163.8
22	Spectrogram 1	1	155.120504702	155.137407227	47146.4	56451.6
23	Spectrogram 1	1	254.874478004	254.881128178	75372.2	91191.1

