Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	46.107055941	46.156156786	56884.1	69927.5
2	Spectrogram 1	1	63.779332508	63.815286132	55072.5	65579.7
3	Spectrogram 1	1	69.472077898	69.509909697	54710.1	69202.9
4	Spectrogram 1	1	69.640308662	69.684848226	52536.2	64492.8
5	Spectrogram 1	1	70.182832516	70.219322761	54347.8	71376.8
6	Spectrogram 1	1	73.311065285	73.351043569	51087.0	62681.2
7	Spectrogram 1	1	73.781950392	73.808781455	57971.0	68115.9
8	Spectrogram 1	1	74.076823727	74.114923836	63768.1	75362.3
9	Spectrogram 1	1	74.794822732	74.807433332	56159.4	64130.4
10	Spectrogram 1	1	76.048101349	76.082713420	60869.6	73550.7
11	Spectrogram 1	1	77.289306179	77.364164844	59058.0	69565.2
12	Spectrogram 1	1	80.033586775	80.058539663	30434.8	47463.8
13	Spectrogram 1	1	85.259472153	85.289522943	57246.4	72463.8
14	Spectrogram 1	1	85.400603543	85.425824743	57608.7	69202.9
15	Spectrogram 1	1	85.740284753	85.774628514	56884.1	67391.3
16	Spectrogram 1	1	85.921931048	85.955469877	52898.6	67753.6
17	Spectrogram 1	1	86.093381495	86.127725255	34058.0	43840.6
18	Spectrogram 1	1	86.357399107	86.395499216	54347.8	64130.4
19	Spectrogram 1	1	86.822918002	86.881409719	47463.8	69927.5
20	Spectrogram 1	1	87.029517140	87.067348939	52536.2	64492.8
21	Spectrogram 1	1	89.230200640	89.276081757	56884.1	67753.6
22	Spectrogram 1	1	91.692486956	91.704292624	35507.2	51811.6
23	Spectrogram 1	1	92.972865092	93.006940542	56884.1	73550.7
24	Spectrogram 1	1	94.438914183	94.454207889	56159.4	61956.5
25	Spectrogram 1	1	96.899322325	96.935007639	56884.1	70652.2
26	Spectrogram 1	1	97.750135191	97.771868352	55434.8	63405.8
27	Spectrogram 1	1	97.763819033	97.793333202	65217.4	83695.7
28	Spectrogram 1	1	98.535748619	98.556945159	55072.5	66304.3
29	Spectrogram 1	1	100.992400413	101.015206816	57971.0	70289.9
30	Spectrogram 1	1	124.839040787	124.863457054	23913.0	37318.8
31	Spectrogram 1	1	143.120113847	143.147213221	56159.4	68840.6
32	Spectrogram 1	1	145.209448291	145.224741997	21739.1	32246.4
33	Spectrogram 1	1	145.363995213	145.387874859	23188.4	30072.5
34	Spectrogram 1	1	151.226494783	151.247423012	40217.4	73550.7
35	Spectrogram 1	1	151.235617344	151.243934974	82608.7	107608.7
36	Spectrogram 1	1	152.994929715	153.031688271	47101.4	61594.2
37	Spectrogram 1	1	166.580568000	166.637181542	44927.5	55072.5
38	Spectrogram 1	1	167.222903553	167.246783199	39130.4	52898.6
39	Spectrogram 1	1	167.569024218	167.604172910	38768.1	56159.4
40	Spectrogram 1	1	175.402888583	175.471039483	34058.0	44927.5
41	Spectrogram 1	1	175.394302643	175.404766758	51087.0	65217.4
42	Spectrogram 1	1	188.680238292	188.721558128	42029.0	50362.3
43	Spectrogram 1	1	194.622244646	194.649612330	50000.0	62318.8
44	Spectrogram 1	1	296.040431591	296.051700638	32246.4	50362.3
