Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	58.880852183	58.899265000	24805.4	37208.2
2	Spectrogram 1	1	58.970126446	58.994118905	29182.9	35749.0
3	Spectrogram 1	1	59.068886100	59.082277240	31858.0	37694.6
4	Spectrogram 1	1	85.230567176	85.256233527	21157.6	32830.7
5	Spectrogram 1	1	85.886732994	85.902355990	97519.5	109922.2
6	Spectrogram 1	1	85.890080779	85.902913954	74902.7	80739.3
7	Spectrogram 1	1	135.451091161	135.473967691	28696.5	35505.8
8	Spectrogram 1	1	164.419095158	164.438623904	37451.4	45963.0
9	Spectrogram 1	1	185.296900961	185.310850065	50097.3	78064.2
10	Spectrogram 1	1	185.350465519	185.369436300	42072.0	62743.2
11	Spectrogram 1	1	185.313081921	185.353255340	89251.0	113326.8
12	Spectrogram 1	1	190.557534354	190.578736992	22616.7	40126.5
13	Spectrogram 1	1	201.300248809	201.323683303	40126.5	50826.8
