Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.164297221	0.188653952	35019.5	42315.2
2	Spectrogram 1	1	0.950355387	0.976040667	55447.5	67363.8
3	Spectrogram 1	1	1.754570423	1.785127049	49610.9	59338.5
4	Spectrogram 1	1	2.324951184	2.365250503	47908.6	59338.5
5	Spectrogram 1	1	3.864296507	3.905924374	46935.8	54961.1
6	Spectrogram 1	1	4.731839009	4.751324394	48151.8	59581.7
7	Spectrogram 1	1	4.753095792	4.766824131	63716.0	77091.4
8	Spectrogram 1	1	10.677538301	10.701895032	53015.6	60068.1
9	Spectrogram 1	1	11.886517919	11.919731643	47908.6	56420.2
10	Spectrogram 1	1	11.496367342	11.514967027	45233.5	54717.9
11	Spectrogram 1	1	12.711104005	12.738117834	63229.6	72957.2
12	Spectrogram 1	1	13.524176034	13.570675247	61770.4	72470.8
13	Spectrogram 1	1	14.326176788	14.360276211	48638.1	55690.7
14	Spectrogram 1	1	14.862910600	14.878410338	51799.6	59095.3
15	Spectrogram 1	1	15.390787419	15.426658241	52529.2	59095.3
16	Spectrogram 1	1	18.515977583	18.555834051	48638.1	56906.6
17	Spectrogram 1	1	21.517612219	21.551711642	47908.6	56663.4
18	Spectrogram 1	1	23.090614284	23.106999722	54961.1	64202.3
19	Spectrogram 1	1	24.778311325	24.796473561	52772.4	59824.9
20	Spectrogram 1	1	27.578113506	27.601599155	51556.4	59581.7
21	Spectrogram 1	1	27.597215167	27.613185409	63229.6	74416.3
22	Spectrogram 1	1	27.867769795	27.904407409	44503.9	55204.3
23	Spectrogram 1	1	31.802711538	31.816802928	55933.9	71011.7
24	Spectrogram 1	1	33.605782917	33.631773702	32587.5	51070.0
25	Spectrogram 1	1	33.615803460	33.629268566	64202.3	80739.3
26	Spectrogram 1	1	35.112621971	35.133602484	47908.6	59824.9
27	Spectrogram 1	1	36.215194597	36.248700790	42558.4	55447.5
28	Spectrogram 1	1	36.809224902	36.824882002	45719.8	56177.0
29	Spectrogram 1	1	37.973486501	38.013568676	56663.4	72957.2
30	Spectrogram 1	1	41.424937061	41.443412438	51556.4	60311.3
31	Spectrogram 1	1	40.663375503	40.679032602	21157.6	30885.2
32	Spectrogram 1	1	41.837344503	41.877739820	48394.9	62743.2
33	Spectrogram 1	1	46.161208547	46.191583320	43287.9	60797.7
34	Spectrogram 1	1	50.365765545	50.377038656	46449.4	54961.1
35	Spectrogram 1	1	50.372967811	50.399271738	61527.2	71984.4
36	Spectrogram 1	1	58.739181301	58.771748068	29912.5	38180.9
37	Spectrogram 1	1	59.045434116	59.072364327	47665.4	55447.5
38	Spectrogram 1	1	61.778537105	61.809851304	37451.4	46206.2
39	Spectrogram 1	1	68.382387675	68.412762449	38180.9	46692.6
40	Spectrogram 1	1	119.932754719	119.945906682	24319.1	30155.6
41	Spectrogram 1	1	119.934946712	119.947785534	43287.9	53015.6
42	Spectrogram 1	1	124.319247161	124.335530545	21400.8	25778.2
43	Spectrogram 1	1	189.037856403	189.053826645	22130.4	27480.5
44	Spectrogram 1	1	192.344948558	192.363110794	33073.9	41342.4
45	Spectrogram 1	1	240.917962081	240.941134588	23103.1	28939.7
46	Spectrogram 1	1	21.507262006	21.524171674	57149.8	68093.4
47	Spectrogram 1	1	21.535131643	21.546404755	62500.0	72714.0
48	Spectrogram 1	1	68.258696589	68.269656558	40612.8	46206.2
