Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	14.096009958	14.125600691	66374.7	77830.2
2	Spectrogram 1	1	14.122119428	14.131402795	84231.8	99393.5
3	Spectrogram 1	1	12.287729270	12.305715794	65027.0	74797.8
4	Spectrogram 1	1	20.057213167	20.075779901	68733.2	80525.6
5	Spectrogram 1	1	20.233016930	20.254774822	64353.1	74460.9
6	Spectrogram 1	1	20.266379031	20.283495239	66711.6	79851.8
7	Spectrogram 1	1	30.068872350	30.079606243	64690.0	77493.3
8	Spectrogram 1	1	51.291845852	51.306641218	68396.2	89285.7
9	Spectrogram 1	1	54.987815531	55.006962476	36388.1	53908.4
10	Spectrogram 1	1	64.147090582	64.163046369	58962.3	75808.6
11	Spectrogram 1	1	128.028782870	128.046769394	58962.3	69743.9
12	Spectrogram 1	1	129.889062303	129.908789458	59973.0	75471.7
13	Spectrogram 1	1	130.394025239	130.413172184	58962.3	71765.5
14	Spectrogram 1	1	130.409981026	130.423906077	81536.4	90633.4
15	Spectrogram 1	1	133.191586854	133.208122852	61657.7	75471.7
16	Spectrogram 1	1	133.204061379	133.232491690	82547.2	96024.3
17	Spectrogram 1	1	134.727591148	134.743256830	58625.3	66037.7
18	Spectrogram 1	1	134.945750274	134.970119113	54919.1	66037.7
19	Spectrogram 1	1	135.508499353	135.517492614	68059.3	83221.0
20	Spectrogram 1	1	135.516622299	135.538960401	85242.6	93328.8
21	Spectrogram 1	1	136.279888895	136.291783209	61320.8	69070.1
22	Spectrogram 1	1	136.544754961	136.565642537	85916.4	98045.8
23	Spectrogram 1	1	137.956194137	137.973310345	61994.6	75134.8
24	Spectrogram 1	1	138.353058029	138.375106026	87938.0	105121.3
25	Spectrogram 1	1	138.378007078	138.383809183	92991.9	109164.4
26	Spectrogram 1	1	138.463878175	138.477223015	57951.5	70417.8
27	Spectrogram 1	1	139.015658255	139.046989619	64353.1	82210.2
28	Spectrogram 1	1	141.823585980	141.853176712	91307.3	101752.0
29	Spectrogram 1	1	142.048127420	142.077428048	65363.9	77830.2
30	Spectrogram 1	1	142.071335838	142.089322362	93665.8	105121.3
31	Spectrogram 1	1	142.291525652	142.358539957	60416.7	80555.6
32	Spectrogram 1	1	143.142404166	143.170254267	69791.7	86111.1
33	Spectrogram 1	1	143.301381778	143.350119455	69097.2	82986.1
34	Spectrogram 1	1	145.357647022	145.392749754	55208.3	74652.8
35	Spectrogram 1	1	145.860689426	145.876645213	61458.3	71527.8
36	Spectrogram 1	1	147.621337608	147.641935078	64236.1	75000.0
37	Spectrogram 1	1	162.688819292	162.718119919	63541.7	78125.0
38	Spectrogram 1	1	165.673130676	165.692567726	55902.8	69791.7
39	Spectrogram 1	1	166.934798133	166.957426341	55555.6	68055.6
40	Spectrogram 1	1	167.827161331	167.855011432	56597.2	75000.0
41	Spectrogram 1	1	168.137864022	168.187762120	67013.9	88194.4
42	Spectrogram 1	1	169.465675421	169.487433313	83333.3	96527.8
43	Spectrogram 1	1	175.559624902	175.576741110	62847.2	74652.8
44	Spectrogram 1	1	177.223668202	177.251228198	59722.2	71180.6
45	Spectrogram 1	1	178.608920435	178.622555380	64236.1	76736.1
46	Spectrogram 1	1	178.701754105	178.721191155	60763.9	73263.9
47	Spectrogram 1	1	178.837813454	178.863342713	63541.7	76388.9
48	Spectrogram 1	1	178.865373450	178.873496396	85069.4	100694.4
49	Spectrogram 1	1	179.232356505	179.259916501	55555.6	69444.4
50	Spectrogram 1	1	179.259046185	179.301401547	71180.6	88194.4
51	Spectrogram 1	1	179.304012494	179.344337120	51736.1	65277.8
52	Spectrogram 1	1	179.005494222	179.031023482	64930.6	72222.2
53	Spectrogram 1	1	180.098030336	180.131102331	58333.3	70486.1
54	Spectrogram 1	1	180.451378446	180.480098863	55555.6	66319.4
55	Spectrogram 1	1	180.944557272	180.980530319	49652.8	63888.9
56	Spectrogram 1	1	181.410756312	181.424971468	72916.7	84027.8
57	Spectrogram 1	1	186.728964531	186.753913580	51388.9	68750.0
58	Spectrogram 1	1	187.224174045	187.264788775	68402.8	85416.7
59	Spectrogram 1	1	187.410711701	187.494552110	61458.3	89930.6
60	Spectrogram 1	1	187.648307828	187.676448035	52430.6	67013.9
61	Spectrogram 1	1	187.799742753	187.840647589	54166.7	70486.1
62	Spectrogram 1	1	187.841517905	187.871978953	70833.3	85416.7
63	Spectrogram 1	1	189.187025722	189.220387823	56944.4	74305.6
64	Spectrogram 1	1	218.826201878	218.868267135	58680.6	108680.6
65	Spectrogram 1	1	220.637038420	220.677363046	61458.3	73958.3
66	Spectrogram 1	1	254.791991587	254.812589058	69097.2	78472.2
67	Spectrogram 1	1	289.601421042	289.616216409	69097.2	83680.6
68	Spectrogram 1	1	289.734579339	289.780996174	62847.2	75694.4
