Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	4.311152746	4.328870564	39640.1	45719.8
2	Spectrogram 1	1	4.421486384	4.435982781	35992.2	48394.9
3	Spectrogram 1	1	4.519471286	4.543363495	35749.0	49124.5
4	Spectrogram 1	1	7.570745598	7.580409862	39153.7	47908.6
5	Spectrogram 1	1	7.913826933	7.932350106	38180.9	45719.8
6	Spectrogram 1	1	7.907920994	7.926981071	25291.8	35019.5
7	Spectrogram 1	1	19.855036076	19.868995569	22130.4	32101.2
8	Spectrogram 1	1	20.750608194	20.768326012	33317.1	42558.4
9	Spectrogram 1	1	22.254223840	22.264961912	36478.6	42558.4
10	Spectrogram 1	1	28.736845819	28.752952926	21157.6	28210.1
11	Spectrogram 1	1	33.200265031	33.215029880	34533.1	42072.0
12	Spectrogram 1	1	33.314088588	33.341202218	30155.6	42801.6
13	Spectrogram 1	1	39.746044647	39.755977363	23103.1	32101.2
14	Spectrogram 1	1	58.236111915	58.244970824	42801.6	52286.0
15	Spectrogram 1	1	59.254080947	59.264013663	41585.6	51313.2
16	Spectrogram 1	1	61.509881022	61.551759501	21887.2	29669.3
17	Spectrogram 1	1	62.995761424	63.012405435	36721.8	49854.1
18	Spectrogram 1	1	63.207301431	63.221797827	41828.8	48638.1
19	Spectrogram 1	1	63.694004471	63.714406807	44017.5	54474.7
20	Spectrogram 1	1	63.906886691	63.924604509	65175.1	76848.2
21	Spectrogram 1	1	65.180689792	65.191159412	54961.1	68579.8
22	Spectrogram 1	1	65.382028631	65.393840510	37694.6	47908.6
23	Spectrogram 1	1	72.018691440	72.040704486	36478.6	48881.3
24	Spectrogram 1	1	133.609843447	133.621655325	47665.4	55204.3
25	Spectrogram 1	1	133.972790214	133.996682423	44260.7	56906.6
26	Spectrogram 1	1	138.992569067	139.009481530	52286.0	60311.3
27	Spectrogram 1	1	145.155415293	145.191387832	44017.5	57149.8
28	Spectrogram 1	1	146.894177276	146.930955170	43774.3	53745.1
29	Spectrogram 1	1	166.021900433	166.049014064	38910.5	50583.7
30	Spectrogram 1	1	166.165253686	166.208742876	38667.3	48638.1
31	Spectrogram 1	1	178.983556234	178.996710372	61284.0	69552.5
32	Spectrogram 1	1	196.565535113	196.578152347	50340.5	59581.7
33	Spectrogram 1	1	196.578689251	196.593722551	37451.4	46692.6
34	Spectrogram 1	1	222.016908614	222.026304426	22130.4	30642.0
