Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	5.396381059	5.435843471	20707.8	35768.1
2	Spectrogram 1	1	19.865498815	19.886706506	56475.9	72289.2
3	Spectrogram 1	1	31.464295888	31.481476802	54593.4	72289.2
4	Spectrogram 1	1	57.361071071	57.395432899	63253.0	78313.3
5	Spectrogram 1	1	63.548858225	63.562012362	36521.1	53087.3
6	Spectrogram 1	1	68.997179546	69.014092009	80195.8	91114.5
7	Spectrogram 1	1	74.038125746	74.047790011	85466.9	99774.1
8	Spectrogram 1	1	74.800260127	74.815024976	37650.6	53840.4
9	Spectrogram 1	1	74.736368603	74.771535786	54593.4	66641.6
10	Spectrogram 1	1	74.783884569	74.792206574	48569.3	57981.9
11	Spectrogram 1	1	74.786300635	74.800797031	29367.5	41415.7
12	Spectrogram 1	1	74.782542310	74.793280381	62500.0	76807.2
13	Spectrogram 1	1	80.673688305	80.687647798	37650.6	52334.3
14	Spectrogram 1	1	124.921071755	124.971003787	69277.1	90361.4
15	Spectrogram 1	1	124.965097848	124.989526960	52710.8	66641.6
16	Spectrogram 1	1	134.053822873	134.084694828	74548.2	89608.4
17	Spectrogram 1	1	134.038521121	134.065097848	46310.2	67394.6
18	Spectrogram 1	1	134.722145562	134.740400283	69277.1	82454.8
19	Spectrogram 1	1	161.785904571	161.799058709	78313.3	91867.5
20	Spectrogram 1	1	171.649796096	171.661071071	61370.5	73795.2
21	Spectrogram 1	1	176.903622389	176.913555105	64006.0	80195.8
22	Spectrogram 1	1	184.299058709	184.308722973	70406.6	79442.8
23	Spectrogram 1	1	184.310065232	184.318655689	78313.3	88855.4
