Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	142.499448851	142.535380285	43408.4	59485.5
2	Spectrogram 1	1	151.684671755	151.713704354	42202.6	55466.2
3	Spectrogram 1	1	161.510911506	161.535344881	46623.8	60289.4
4	Spectrogram 1	1	167.805523078	167.840017255	43810.3	60289.4
5	Spectrogram 1	1	168.207955094	168.232388470	46221.9	57877.8
6	Spectrogram 1	1	173.331202052	173.353335815	43006.4	56270.1
7	Spectrogram 1	1	185.090840336	185.121597644	48633.4	61897.1
8	Spectrogram 1	1	195.361767627	195.388788065	49035.4	64308.7
9	Spectrogram 1	1	198.035928358	198.067260569	40996.8	54662.4
10	Spectrogram 1	1	201.588828151	201.613261526	41398.7	58681.7
11	Spectrogram 1	1	201.994134682	202.006782546	45418.0	60691.3
12	Spectrogram 1	1	202.100204227	202.116014058	47427.7	61495.2
13	Spectrogram 1	1	202.407202354	202.446008303	41398.7	58279.7
14	Spectrogram 1	1	203.217240513	203.263232749	43006.4	59887.5
15	Spectrogram 1	1	203.688660883	203.734653119	50241.2	64710.6
16	Spectrogram 1	1	205.365939997	205.423142840	44614.1	62299.0
17	Spectrogram 1	1	223.382533710	223.418752596	45016.1	57475.9
18	Spectrogram 1	1	223.851941920	223.881836873	45418.0	57074.0
19	Spectrogram 1	1	237.205210987	237.231081620	45819.9	55064.3
20	Spectrogram 1	1	243.255776305	243.282509293	47427.7	72347.3
21	Spectrogram 1	1	267.244748176	267.287578446	45819.9	67524.1
22	Spectrogram 1	1	269.957139954	269.985597650	48231.5	62299.0
23	Spectrogram 1	1	286.469787122	286.481285181	40996.8	51446.9
24	Spectrogram 1	1	288.641770175	288.659592167	40996.8	55466.2
25	Spectrogram 1	1	292.673276577	292.710645268	39791.0	59887.5
26	Spectrogram 1	1	294.592302225	294.618747760	39791.0	56672.0
27	Spectrogram 1	1	296.964926252	297.016667517	44614.1	60691.3
28	Spectrogram 1	1	298.155837518	298.195218370	41398.7	52652.7

