Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	20.781506850	20.812104848	54903.3	76657.5
2	Spectrogram 1	1	20.921469971	20.942070604	60773.5	74930.9
3	Spectrogram 1	1	21.308535185	21.327015164	58356.4	70442.0
4	Spectrogram 1	1	41.045442572	41.066346155	68715.5	85290.1
5	Spectrogram 1	1	41.087552688	41.107547420	78384.0	95994.5
6	Spectrogram 1	1	41.346575348	41.373234990	62154.7	74585.6
7	Spectrogram 1	1	48.197523712	48.216609593	60082.9	74240.3
8	Spectrogram 1	1	49.781546150	49.816082505	56629.8	71132.6
9	Spectrogram 1	1	50.066925451	50.086617232	49033.1	66298.3
10	Spectrogram 1	1	52.885273400	52.910721240	65607.7	74930.9
11	Spectrogram 1	1	53.875618363	53.896824897	59737.6	71132.6
12	Spectrogram 1	1	54.513934972	54.546956574	52140.9	71132.6
13	Spectrogram 1	1	57.712788621	57.733389253	59392.3	70787.3
14	Spectrogram 1	1	67.500511095	67.521717629	25207.2	45234.8
15	Spectrogram 1	1	67.646836177	67.665316156	30386.7	43163.0
16	Spectrogram 1	1	75.695319827	75.722282419	61118.8	74585.6
17	Spectrogram 1	1	80.756712489	80.767012806	88052.5	98066.3
18	Spectrogram 1	1	80.738232510	80.753682984	57320.4	72513.8
19	Spectrogram 1	1	90.290562349	90.324492803	20372.9	38674.0
20	Spectrogram 1	1	96.187492608	96.222331913	56975.1	67679.6
21	Spectrogram 1	1	97.645896061	97.680432416	55939.2	71132.6
22	Spectrogram 1	1	97.674676357	97.684370772	72859.1	90469.6
23	Spectrogram 1	1	103.857288917	103.882130856	52140.9	66643.6
24	Spectrogram 1	1	113.852229796	113.878283537	55939.2	62845.3
25	Spectrogram 1	1	119.064795024	119.086304508	39364.6	51105.0
26	Spectrogram 1	1	199.385131587	199.400582061	58701.7	70096.7
27	Spectrogram 1	1	213.158470330	213.175435557	54212.7	67334.3
28	Spectrogram 1	1	213.335393410	213.372656319	73204.4	82872.9
29	Spectrogram 1	1	215.259734598	215.287908993	82872.9	94613.3
30	Spectrogram 1	1	217.634866048	217.647589968	47306.6	55248.6
31	Spectrogram 1	1	217.202555765	217.229821309	75621.5	85635.4
32	Spectrogram 1	1	217.998103621	218.017492452	48342.5	63190.6
33	Spectrogram 1	1	218.017795403	218.049605203	62500.0	81837.0
34	Spectrogram 1	1	219.490134527	219.506493853	55939.2	71477.9
35	Spectrogram 1	1	219.508614506	219.527397436	75621.5	93232.0
36	Spectrogram 1	1	219.681902129	219.715226682	49378.5	65607.7
37	Spectrogram 1	1	219.720376840	219.748854185	54558.0	69751.4
38	Spectrogram 1	1	222.010076254	222.023103125	56284.5	64226.5
39	Spectrogram 1	1	222.019467719	222.051277520	68370.2	82872.9
40	Spectrogram 1	1	222.770784856	222.806230062	56284.5	69751.4
41	Spectrogram 1	1	225.241648443	225.265884481	59392.3	72513.8
42	Spectrogram 1	1	225.402515147	225.424024631	48342.5	60428.2
43	Spectrogram 1	1	226.854253639	226.886669340	54212.7	70787.3
44	Spectrogram 1	1	226.886366389	226.905755220	73895.0	87016.6
45	Spectrogram 1	1	238.430292864	238.453014149	62500.0	76312.2
46	Spectrogram 1	1	243.060587373	243.073917194	58701.7	71132.6
47	Spectrogram 1	1	254.486060097	254.529382016	60082.9	78038.7
48	Spectrogram 1	1	254.641776644	254.673283494	62154.7	73204.4
49	Spectrogram 1	1	280.787305090	280.822750296	38328.7	50759.7
50	Spectrogram 1	1	96.043591130	96.056618001	67334.3	80801.1
51	Spectrogram 1	1	254.811580387	254.821274803	75621.5	92541.4
52	Spectrogram 1	1	254.807944982	254.820668902	60773.5	69060.8
