Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.524121425	0.554952097	52839.1	72949.5
2	Spectrogram 1	1	0.861210639	0.887269897	54416.4	76498.4
3	Spectrogram 1	1	0.911861028	0.932781842	26813.9	46135.6
4	Spectrogram 1	1	1.034816685	1.070051739	57965.3	74526.8
5	Spectrogram 1	1	1.634700674	1.651584138	58753.9	73738.2
6	Spectrogram 1	1	1.825924248	1.862260397	55205.0	72160.9
7	Spectrogram 1	1	1.854919761	1.932363473	69006.3	92665.6
8	Spectrogram 1	1	2.494443186	2.515731031	57965.3	68217.7
9	Spectrogram 1	1	2.704037286	2.741107499	57176.7	70583.6
10	Spectrogram 1	1	2.734500926	2.775975521	73738.2	89905.4
11	Spectrogram 1	1	3.862659765	3.877708070	52839.1	62697.2
12	Spectrogram 1	1	4.830212619	4.878660818	51656.2	67034.7
13	Spectrogram 1	1	5.145492944	5.192473016	55599.4	72555.2
14	Spectrogram 1	1	5.180360854	5.228809053	73738.2	91877.0
15	Spectrogram 1	1	5.222936544	5.239820007	56782.3	70977.9
16	Spectrogram 1	1	5.476555525	5.506285102	57176.7	71766.6
17	Spectrogram 1	1	5.628873726	5.664842844	55599.4	69795.0
18	Spectrogram 1	1	6.141250190	6.177953371	55205.0	84779.2
19	Spectrogram 1	1	7.097735144	7.133704262	57176.7	69400.6
20	Spectrogram 1	1	7.371540875	7.414116565	58753.9	77287.1
21	Spectrogram 1	1	7.944477559	7.976042295	57176.7	68217.7
22	Spectrogram 1	1	8.070369498	8.085050771	57965.3	70189.3
23	Spectrogram 1	1	8.315546748	8.339770847	56388.0	70583.6
24	Spectrogram 1	1	8.482546221	8.509339544	60725.6	71372.2
25	Spectrogram 1	1	8.648811660	8.686982968	57176.7	69006.3
26	Spectrogram 1	1	8.807369402	8.842604456	54022.1	68217.7
27	Spectrogram 1	1	8.943171172	8.979140289	57571.0	72160.9
28	Spectrogram 1	1	8.977305130	8.996023752	69006.3	87145.1
29	Spectrogram 1	1	9.388380814	9.432424631	58753.9	73343.8
30	Spectrogram 1	1	9.811935523	9.839095877	41009.5	53627.8
31	Spectrogram 1	1	9.836526655	9.865889199	56782.3	75315.5
32	Spectrogram 1	1	10.178967362	10.207228811	52839.1	67429.0
33	Spectrogram 1	1	10.203191461	10.220441956	65457.4	80441.6
34	Spectrogram 1	1	10.660513125	10.701987720	55205.0	72949.5
35	Spectrogram 1	1	10.794846768	10.841092776	55205.0	68217.7
36	Spectrogram 1	1	11.345761572	11.389071325	54810.7	70583.6
37	Spectrogram 1	1	11.663244088	11.691872569	55599.4	65457.4
38	Spectrogram 1	1	11.833913908	11.879425852	48107.3	65063.1
39	Spectrogram 1	1	12.039451722	12.065510980	50078.9	67429.0
40	Spectrogram 1	1	12.056702217	12.083128507	62302.8	81230.3
41	Spectrogram 1	1	12.178189746	12.208286354	55599.4	70583.6
42	Spectrogram 1	1	12.525034835	12.543753457	52839.1	67034.7
43	Spectrogram 1	1	12.871145860	12.909317169	56388.0	71766.6
44	Spectrogram 1	1	13.488860425	13.506844984	59936.9	70189.3
45	Spectrogram 1	1	14.229163643	14.266233856	56388.0	69795.0
46	Spectrogram 1	1	14.668500749	14.715113788	55205.0	67034.7
47	Spectrogram 1	1	15.167297007	15.219048492	56388.0	76104.1
48	Spectrogram 1	1	15.586080331	15.623884607	55993.7	70977.9
49	Spectrogram 1	1	16.188746592	16.219210232	55205.0	70189.3
50	Spectrogram 1	1	16.213704755	16.242333236	88328.1	103706.6
51	Spectrogram 1	1	16.231689314	16.315005535	47318.6	92665.6
52	Spectrogram 1	1	16.556145462	16.598721152	49684.5	69006.3
53	Spectrogram 1	1	16.734889954	16.778933771	54810.7	68217.7
54	Spectrogram 1	1	16.803157871	16.833254479	35489.0	42192.4
55	Spectrogram 1	1	17.085772252	17.121741370	59542.6	69400.6
56	Spectrogram 1	1	17.355173461	17.376828337	57176.7	69006.3
57	Spectrogram 1	1	17.850666433	17.881497105	57176.7	79258.7
58	Spectrogram 1	1	18.121535937	18.171819295	53233.4	70189.3
59	Spectrogram 1	1	18.528941134	18.579591524	50867.5	68217.7
60	Spectrogram 1	1	18.835412724	18.886430146	50473.2	70189.3
61	Spectrogram 1	1	19.418993331	19.468175593	54022.1	67034.7
62	Spectrogram 1	1	19.765838392	19.794833905	54416.4	70977.9
63	Spectrogram 1	1	19.919991780	19.998169556	50078.9	70977.9
64	Spectrogram 1	1	19.991562983	20.015787083	64668.8	86750.8
65	Spectrogram 1	1	20.119657085	20.158195425	50473.2	63880.1
66	Spectrogram 1	1	20.263166523	20.284454368	52444.8	65851.7
67	Spectrogram 1	1	20.288858778	20.335838850	30757.1	45347.0
68	Spectrogram 1	1	20.931531506	20.966399528	59542.6	72949.5
69	Spectrogram 1	1	21.768364090	21.808737589	69006.3	78470.0
70	Spectrogram 1	1	22.140534374	22.168428792	56388.0	69400.6
71	Spectrogram 1	1	22.677868973	22.710167772	34700.3	44558.4
72	Spectrogram 1	1	23.672158203	23.718404212	56388.0	71372.2
73	Spectrogram 1	1	23.717303116	23.739692057	72949.5	87145.1
74	Spectrogram 1	1	24.108559054	24.126543613	57176.7	63880.1
75	Spectrogram 1	1	24.745359274	24.774354787	49684.5	61514.2
76	Spectrogram 1	1	24.764811959	24.787934964	65457.4	83596.2
77	Spectrogram 1	1	25.696338751	25.730105677	55599.4	67034.7
78	Spectrogram 1	1	26.536474621	26.573544834	56388.0	69006.3
79	Spectrogram 1	1	26.568406389	26.576848120	73738.2	92271.3
80	Spectrogram 1	1	27.259527316	27.311645833	54810.7	68217.7
81	Spectrogram 1	1	27.432399327	27.464698126	34306.0	48501.6
82	Spectrogram 1	1	27.728961029	27.749147779	57571.0	67034.7
83	Spectrogram 1	1	28.236566051	28.265194533	56388.0	68217.7
84	Spectrogram 1	1	28.447242339	28.475870820	52444.8	64668.8
85	Spectrogram 1	1	28.593320999	28.638465912	54416.4	63880.1
86	Spectrogram 1	1	28.764724883	28.811337923	65457.4	91088.3
87	Spectrogram 1	1	28.805465414	28.835562022	53627.8	70189.3
88	Spectrogram 1	1	34.712108396	34.734130305	56782.3	70977.9
89	Spectrogram 1	1	36.032321902	36.075631656	55993.7	71766.6
90	Spectrogram 1	1	36.066822893	36.081504165	66246.1	87539.4
91	Spectrogram 1	1	36.589109046	36.619572687	57965.3	71372.2
92	Spectrogram 1	1	37.476224848	37.506321457	60725.6	76498.4
93	Spectrogram 1	1	37.604318950	37.648362767	55599.4	71372.2
94	Spectrogram 1	1	37.737184493	37.762876720	59542.6	71372.2
95	Spectrogram 1	1	38.830205281	38.855163444	65457.4	80441.6
96	Spectrogram 1	1	42.340497741	42.374264668	59936.9	75709.8
97	Spectrogram 1	1	44.056004508	44.069951717	55205.0	66640.4
98	Spectrogram 1	1	44.204285359	44.244291827	53627.8	73738.2
99	Spectrogram 1	1	44.343757475	44.367614543	52839.1	69006.3
100	Spectrogram 1	1	44.495341613	44.514794299	57176.7	72555.2
101	Spectrogram 1	1	44.521767903	44.583062216	56388.0	75315.5
102	Spectrogram 1	1	44.869347056	44.901278824	36671.9	48501.6
103	Spectrogram 1	1	44.893204124	44.906417269	55599.4	68217.7
104	Spectrogram 1	1	44.986063172	45.005515858	58753.9	69400.6
105	Spectrogram 1	1	46.232136253	46.245716430	58753.9	72555.2
106	Spectrogram 1	1	46.754789579	46.778279615	61119.9	74526.8
107	Spectrogram 1	1	46.770204915	46.797365269	81230.3	93454.3
108	Spectrogram 1	1	46.788923537	46.805072937	59542.6	71766.6
109	Spectrogram 1	1	46.914448416	46.946013152	52050.5	65851.7
110	Spectrogram 1	1	47.303869195	47.317816404	55993.7	68612.0
111	Spectrogram 1	1	47.333231740	47.374339303	54810.7	69400.6
112	Spectrogram 1	1	49.163619491	49.185274368	63880.1	74132.5
113	Spectrogram 1	1	50.290040174	50.305088478	57965.3	69006.3
114	Spectrogram 1	1	50.584766746	50.600549114	58753.9	68217.7
115	Spectrogram 1	1	51.051631237	51.076956432	53627.8	65063.1
116	Spectrogram 1	1	51.633743716	51.652829371	57176.7	74526.8
117	Spectrogram 1	1	51.664207357	51.676319406	69006.3	80441.6
