Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	25.751899933	25.765342179	45454.5	55589.7
2	Spectrogram 1	1	29.836909540	29.845937915	43918.9	52825.6
3	Spectrogram 1	1	32.335575388	32.343199349	49140.0	64189.2
4	Spectrogram 1	1	49.295130444	49.300948730	26105.7	40540.5
5	Spectrogram 1	1	64.500773654	64.514015269	50368.6	56511.1
6	Spectrogram 1	1	64.673717179	64.700200410	47297.3	55282.6
7	Spectrogram 1	1	75.692831214	75.701257696	30405.4	39004.9
8	Spectrogram 1	1	83.802738687	83.809760756	73402.9	93059.0
9	Spectrogram 1	1	83.805045938	83.814074312	35012.3	52518.4
10	Spectrogram 1	1	84.323528098	84.331954580	44840.3	51289.9
11	Spectrogram 1	1	86.282424059	86.293458738	31326.8	45147.4
12	Spectrogram 1	1	86.471016766	86.482653337	58046.7	69103.2
13	Spectrogram 1	1	125.202270719	125.221932512	27334.2	46068.8
14	Spectrogram 1	1	149.084873124	149.091493932	79238.3	88759.2
15	Spectrogram 1	1	157.798225793	157.808859211	18734.6	28562.7
16	Spectrogram 1	1	166.774672767	166.788917535	28562.7	41154.8
17	Spectrogram 1	1	173.405273871	173.436572236	31326.8	46375.9
18	Spectrogram 1	1	174.181484740	174.192920681	30405.4	44533.2
19	Spectrogram 1	1	258.948100432	258.960539526	64803.4	81081.1
20	Spectrogram 1	1	262.791449280	262.806697201	31019.7	46990.2
21	Spectrogram 1	1	263.056281301	263.074338049	35626.5	56203.9

