Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	14.922803815	14.940192371	57665.7	69060.8
2	Spectrogram 1	1	23.919617392	23.942975153	59392.3	74585.6
3	Spectrogram 1	1	24.183300521	24.193681749	60082.9	72168.5
4	Spectrogram 1	1	36.392400497	36.404857970	63535.9	76312.2
5	Spectrogram 1	1	36.382278801	36.396293458	85290.1	101519.3
6	Spectrogram 1	1	38.080785992	38.095838772	71823.2	80110.5
7	Spectrogram 1	1	73.786737704	73.807240628	60428.2	72513.8
8	Spectrogram 1	1	96.163057130	96.182781462	59392.3	71477.9
9	Spectrogram 1	1	121.460363777	121.480088109	81491.7	92541.4
10	Spectrogram 1	1	126.792375383	126.814175960	73549.7	84599.4
11	Spectrogram 1	1	127.604403224	127.626722862	63190.6	79074.6
12	Spectrogram 1	1	130.923178933	130.931743445	80801.1	89433.7
13	Spectrogram 1	1	130.929926731	130.938750774	85635.4	95303.9
14	Spectrogram 1	1	136.673178942	136.683300639	86326.0	98756.9
15	Spectrogram 1	1	136.686415007	136.699391541	70096.7	79419.9
16	Spectrogram 1	1	139.181743386	139.194460389	64226.5	73204.4
17	Spectrogram 1	1	146.295489802	146.323000054	59047.0	73895.0
18	Spectrogram 1	1	146.314954603	146.335457527	83908.8	97375.7
19	Spectrogram 1	1	146.531922253	146.555020484	68370.2	85635.4
20	Spectrogram 1	1	147.347627056	147.359824998	69060.8	79419.9
21	Spectrogram 1	1	147.451698859	147.511390916	39019.3	50414.4
22	Spectrogram 1	1	159.307837151	159.326263830	83908.8	94268.0
23	Spectrogram 1	1	160.482472887	160.493113645	40400.6	59392.3
24	Spectrogram 1	1	164.426560137	164.447322592	85290.1	100483.4
25	Spectrogram 1	1	189.832793827	189.852518159	62845.3	75966.9
26	Spectrogram 1	1	190.899983860	190.912700864	23480.7	36602.2
