Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	32.977998149	33.002548571	61398.0	69584.4
2	Spectrogram 1	1	99.115097043	99.153038605	69899.2	88476.1
3	Spectrogram 1	1	103.967140409	103.985553226	35894.2	48803.5
4	Spectrogram 1	1	120.147458914	120.162523946	94773.3	112720.4
5	Spectrogram 1	1	180.770211011	180.823217604	60453.4	74307.3
6	Spectrogram 1	1	190.651131888	190.669544704	45340.1	67380.4
7	Spectrogram 1	1	201.443770037	201.476131958	39042.8	50692.7
8	Spectrogram 1	1	212.774116886	212.791413774	85957.2	100125.9
9	Spectrogram 1	1	214.163607913	214.197643726	45969.8	63287.2
10	Spectrogram 1	1	248.201055573	248.232859530	25503.8	38413.1
11	Spectrogram 1	1	251.249566398	251.280254426	57934.5	73047.9
