Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.170853308	0.178928008	78719.7	91911.8
2	Spectrogram 1	1	0.179478555	0.187553255	89749.1	100129.8
3	Spectrogram 1	1	0.447594951	0.461358644	61634.9	71150.5
4	Spectrogram 1	1	0.457321294	0.465395994	82179.9	87802.8
5	Spectrogram 1	1	1.836443180	1.854244223	58607.3	66609.0
6	Spectrogram 1	1	1.845802491	1.858648605	78287.2	88451.6
7	Spectrogram 1	1	1.874981520	1.887093570	81747.4	88235.3
8	Spectrogram 1	1	2.011333838	2.050973273	37197.2	49308.0
9	Spectrogram 1	1	1.991330604	1.999772336	60337.4	67257.8
10	Spectrogram 1	1	2.135390589	2.153191632	62110.2	73544.7
11	Spectrogram 1	1	2.658777810	2.709978748	73024.9	86018.7
12	Spectrogram 1	1	2.849817868	2.888539724	58212.1	67307.7
13	Spectrogram 1	1	3.004705292	3.034985416	56133.1	63669.4
14	Spectrogram 1	1	3.307137996	3.346777431	64189.2	91995.8
15	Spectrogram 1	1	3.349346654	3.359807060	62110.2	89657.0
16	Spectrogram 1	1	3.789234278	3.802630939	76923.1	93815.0
17	Spectrogram 1	1	3.815844085	3.826120975	76663.2	96673.6
18	Spectrogram 1	1	3.827405587	3.838967089	77183.0	89916.8
19	Spectrogram 1	1	3.798043042	3.823368237	60291.1	73024.9
20	Spectrogram 1	1	3.943204123	3.976236986	56652.8	68866.9
21	Spectrogram 1	1	4.186729729	4.224166974	57952.2	73284.8
22	Spectrogram 1	1	4.542383553	4.565873589	63669.4	74324.3
23	Spectrogram 1	1	5.598150414	5.613015203	75623.7	92255.7
25	Spectrogram 1	1	5.853603914	5.865348932	58471.9	69906.4
26	Spectrogram 1	1	6.115481111	6.127226129	73544.7	88357.6
27	Spectrogram 1	1	6.104837188	6.118417365	59771.3	69386.7
28	Spectrogram 1	1	6.233665354	6.250181785	57692.3	68087.3
29	Spectrogram 1	1	8.635705035	8.649835760	71205.8	83939.7
30	Spectrogram 1	1	8.653873110	8.737005815	63669.4	86278.6
31	Spectrogram 1	1	9.010627889	9.049716777	60810.8	74324.3
32	Spectrogram 1	1	9.415647492	9.436568305	69386.7	88357.6
33	Spectrogram 1	1	9.736983842	9.756803559	71985.4	85499.0
34	Spectrogram 1	1	9.886732820	9.948394164	59511.4	75363.8
35	Spectrogram 1	1	10.035747735	10.073919043	53534.3	71985.4
36	Spectrogram 1	1	10.060338866	10.078506941	70686.1	92775.5
37	Spectrogram 1	1	10.182560459	10.207885654	59251.6	71725.6
38	Spectrogram 1	1	10.317261133	10.350293996	57432.4	70426.2
39	Spectrogram 1	1	10.570146051	10.605197588	59251.6	70426.2
40	Spectrogram 1	1	11.529016655	11.540578157	67307.7	82120.6
41	Spectrogram 1	1	12.941171404	12.987784444	75623.7	93555.1
42	Spectrogram 1	1	13.308570246	13.322700971	57172.6	68866.9
43	Spectrogram 1	1	13.318847137	13.325637225	81081.1	89657.0
44	Spectrogram 1	1	13.661287815	13.679639406	65488.6	80821.2
45	Spectrogram 1	1	13.684410819	13.694137162	71205.8	81860.7
