Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.484051397	0.538720732	58209.0	75373.1
2	Spectrogram 1	1	0.605315074	0.645178130	35074.6	47388.1
3	Spectrogram 1	1	2.872360262	2.939937634	30970.1	48134.3
4	Spectrogram 1	1	9.099545633	9.137890097	37313.4	45149.3
5	Spectrogram 1	1	10.365146947	10.382610762	59701.5	65298.5
6	Spectrogram 1	1	10.502199931	10.539785099	61194.0	71268.7
7	Spectrogram 1	1	10.644947637	10.660133564	56716.4	72388.1
8	Spectrogram 1	1	10.810931839	10.905843878	54477.6	73134.3
9	Spectrogram 1	1	10.848517006	10.895213729	73880.6	95895.5
10	Spectrogram 1	1	11.167119766	11.200149155	33582.1	47014.9
11	Spectrogram 1	1	12.981585374	13.020689134	58582.1	72014.9
12	Spectrogram 1	1	13.010818282	13.035495412	71641.8	94029.9
13	Spectrogram 1	1	13.794791720	13.809218349	37313.4	48134.3
14	Spectrogram 1	1	14.117765506	14.130673543	58955.2	69029.9
15	Spectrogram 1	1	15.131698931	15.196239117	60074.6	76119.4
16	Spectrogram 1	1	17.176649948	17.238532598	60447.8	76119.4
17	Spectrogram 1	1	20.180027803	20.200908451	60820.9	72014.9
18	Spectrogram 1	1	20.518790894	20.546884857	50746.3	66417.9
19	Spectrogram 1	1	20.546505209	20.565867265	61940.3	79477.6
20	Spectrogram 1	1	20.732912453	20.770497620	48507.5	63059.7
21	Spectrogram 1	1	20.726838082	20.739746120	67537.3	77611.9
22	Spectrogram 1	1	21.426909254	21.469429847	55223.9	68283.6
23	Spectrogram 1	1	21.472087384	21.482337884	52611.9	85820.9
24	Spectrogram 1	1	21.742017222	21.784537816	54104.5	82462.7
25	Spectrogram 1	1	22.410577681	22.435254811	60074.6	70895.5
26	Spectrogram 1	1	22.654516799	22.680712522	75746.3	89552.2
27	Spectrogram 1	1	22.681471818	22.701972818	60447.8	70149.3
28	Spectrogram 1	1	22.788912246	22.798783098	54850.7	63432.8
29	Spectrogram 1	1	22.867119766	22.925965230	39925.4	95895.5
30	Spectrogram 1	1	23.270462022	23.301972818	52985.1	66791.0
31	Spectrogram 1	1	23.574180545	23.616321491	50746.3	70522.4
