Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	13.124425075	13.166386102	53836.6	61881.2
2	Spectrogram 1	1	14.374527794	14.403023715	55693.1	67759.9
3	Spectrogram 1	1	16.485595396	16.515030743	48576.7	60643.6
4	Spectrogram 1	1	16.507828477	16.519101589	61571.8	73638.6
5	Spectrogram 1	1	16.615980218	16.648233843	50742.6	61881.2
6	Spectrogram 1	1	16.639152725	16.652930973	63428.2	70235.1
8	Spectrogram 1	1	17.637890181	17.674214652	48267.3	63118.8
9	Spectrogram 1	1	17.896232324	17.917839122	55074.3	64665.8
10	Spectrogram 1	1	18.322751661	18.333085347	53527.2	63737.6
11	Spectrogram 1	1	18.337469334	18.381935497	53527.2	68997.5
12	Spectrogram 1	1	18.861268126	18.897279455	51052.0	64665.8
13	Spectrogram 1	1	20.181309213	20.210744561	50123.8	62190.6
14	Spectrogram 1	1	20.488619184	20.528701359	48267.3	63118.8
15	Spectrogram 1	1	20.907144437	20.963509995	49814.4	64975.2
16	Spectrogram 1	1	21.532175800	21.565995135	55693.1	69306.9
17	Spectrogram 1	1	22.729219938	22.739866766	70544.6	77970.3
18	Spectrogram 1	1	22.738614198	22.750200452	59096.5	65903.5
19	Spectrogram 1	1	22.715441690	22.729846222	53527.2	61262.4
20	Spectrogram 1	1	22.934327943	22.956247882	56311.9	64975.2
21	Spectrogram 1	1	22.949358759	22.961258154	73948.0	81373.8
22	Spectrogram 1	1	23.620559667	23.636843050	64356.4	77042.1
23	Spectrogram 1	1	23.841021601	23.867325528	51052.0	59405.9
24	Spectrogram 1	1	25.563567824	25.615236253	53836.6	68688.1
25	Spectrogram 1	1	25.933075375	25.969399846	56311.9	69616.3
26	Spectrogram 1	1	27.331411932	27.378070089	59096.5	70235.1
27	Spectrogram 1	1	27.662833836	27.692582325	54455.4	64665.8
28	Spectrogram 1	1	28.271288670	28.300097733	56930.7	67450.5
29	Spectrogram 1	1	28.290390331	28.309491993	70544.6	84777.2
30	Spectrogram 1	1	28.533506193	28.558557553	58477.7	65903.5
31	Spectrogram 1	1	29.261581268	29.276298941	60024.8	71163.4
32	Spectrogram 1	1	29.412202566	29.433496221	37747.5	48886.1
33	Spectrogram 1	1	29.386838065	29.400929454	60024.8	71472.8
34	Spectrogram 1	1	29.861160421	29.895919182	50433.2	63118.8
35	Spectrogram 1	1	30.291016615	30.315441690	48886.1	57858.9
36	Spectrogram 1	1	30.972854380	31.029219938	58787.1	68688.1
37	Spectrogram 1	1	31.179214952	31.219297127	53836.6	69616.3
38	Spectrogram 1	1	31.907710874	31.936519937	54146.0	67759.9
39	Spectrogram 1	1	32.322330814	32.352392446	50433.2	59405.9
40	Spectrogram 1	1	33.869722960	33.895713745	70544.6	84777.2
41	Spectrogram 1	1	33.848742446	33.876298941	53836.6	67759.9
42	Spectrogram 1	1	34.833085347	34.870349244	49505.0	58787.1
43	Spectrogram 1	1	35.052597883	35.092680058	47648.5	62809.4
44	Spectrogram 1	1	35.668881267	35.691427490	52289.6	62500.0
45	Spectrogram 1	1	35.808347129	35.829014501	52599.0	60953.0
46	Spectrogram 1	1	35.831206495	35.844984742	46410.9	56311.9
47	Spectrogram 1	1	36.289646163	36.330667764	53836.6	67759.9
48	Spectrogram 1	1	36.630893353	36.670036102	47029.7	60024.8
49	Spectrogram 1	1	36.669409818	36.683188065	61571.8	74876.2
50	Spectrogram 1	1	36.958753018	36.990067217	57858.9	72710.4
51	Spectrogram 1	1	37.194148035	37.228906796	48886.1	60334.2
52	Spectrogram 1	1	38.744984742	38.757823564	65594.1	81373.8
53	Spectrogram 1	1	38.755318428	38.767844108	58168.3	64356.4
54	Spectrogram 1	1	38.974517822	38.998629756	49505.0	61881.2
55	Spectrogram 1	1	39.623691087	39.634964199	43626.2	62809.4
56	Spectrogram 1	1	41.613044259	41.634964199	46720.3	60643.6
57	Spectrogram 1	1	41.815333986	41.861052717	57549.5	76423.3
58	Spectrogram 1	1	42.070662386	42.103855437	45173.3	58477.7
59	Spectrogram 1	1	42.101663443	42.110118277	58477.7	76423.3
60	Spectrogram 1	1	42.232243654	42.283285798	45482.7	61881.2
61	Spectrogram 1	1	42.507094561	42.543732174	56930.7	71163.4
62	Spectrogram 1	1	43.593834893	43.618259968	62190.6	86324.3
63	Spectrogram 1	1	43.622017672	43.638927340	59715.3	82920.8
64	Spectrogram 1	1	43.840277641	43.891946069	43316.8	57240.1
65	Spectrogram 1	1	43.587268797	43.600733903	48576.7	58168.3
66	Spectrogram 1	1	44.206663552	44.245806301	47029.7	60643.6
67	Spectrogram 1	1	44.234220047	44.254887418	60643.6	78898.5
68	Spectrogram 1	1	44.931519637	44.942479606	49814.4	56002.5
69	Spectrogram 1	1	45.222428547	45.240903925	60643.6	73329.2
70	Spectrogram 1	1	45.233701659	45.262823864	44245.0	58477.7
71	Spectrogram 1	1	45.636109062	45.668988971	60024.8	73329.2
72	Spectrogram 1	1	45.968783534	46.022957098	42079.2	56311.9
73	Spectrogram 1	1	46.411057703	46.427027944	64975.2	74876.2
74	Spectrogram 1	1	46.424522808	46.445503322	51980.2	62190.6
75	Spectrogram 1	1	46.949995014	47.005421147	47339.1	70854.0
76	Spectrogram 1	1	47.754065860	47.778804077	54764.9	66522.3
77	Spectrogram 1	1	48.310431419	48.332038216	48576.7	56311.9
78	Spectrogram 1	1	48.480467520	48.502074318	43626.2	55693.1
79	Spectrogram 1	1	48.662833836	48.678177793	46410.9	53527.2
80	Spectrogram 1	1	48.762099847	48.810636856	43935.6	53527.2
81	Spectrogram 1	1	49.234964199	49.263773262	46720.3	55383.7
82	Spectrogram 1	1	49.524620541	49.544974771	44554.5	55383.7
83	Spectrogram 1	1	49.538085647	49.578480964	56002.5	73329.2
84	Spectrogram 1	1	49.812936555	49.837674772	42079.2	55074.3
85	Spectrogram 1	1	50.132351358	50.170554681	32487.6	44863.9
86	Spectrogram 1	1	50.466278398	50.494461177	45792.1	56621.3
87	Spectrogram 1	1	51.092269183	51.129533080	43626.2	58168.3
88	Spectrogram 1	1	51.729533080	51.758968427	48267.3	57549.5
89	Spectrogram 1	1	51.388834485	51.401673307	44245.0	53217.8
90	Spectrogram 1	1	52.567530966	52.585380059	46101.5	56930.7
91	Spectrogram 1	1	52.700929454	52.744769333	35891.1	44554.5
92	Spectrogram 1	1	54.337782476	54.378804077	47029.7	61571.8
93	Spectrogram 1	1	54.772854380	54.795713745	60334.2	75804.5
